StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
28.0,87.0,Medium,No,Medium,Yes,Female,20.0,2,0.0,1,65.0,85.0,1,1,A,No,Pass
30.0,78.0,High,Yes,Medium,Yes,Male,29.0,0,5.0,1,58.0,51.0,1,2,D,Yes,Fail
14.0,93.0,Medium,No,Low,Yes,Male,18.0,1,2.0,0,77.0,83.0,0,2,B,No,Pass
14.0,93.0,Medium,No,Low,Yes,Male,28.0,2,9.0,0,57.0,79.0,0,1,B,No,Pass
14.0,93.0,Low,Yes,Low,Yes,Male,18.0,1,2.0,0,77.0,83.0,0,2,B,Yes,Pass
14.0,93.0,Low,Yes,Low,Yes,Male,28.0,2,9.0,0,57.0,79.0,0,1,B,Yes,Pass
31.0,71.0,High,Yes,Medium,Yes,Male,22.0,0,12.0,0,97.0,79.0,0,1,B,Yes,Pass
31.0,71.0,High,Yes,Medium,Yes,Male,26.0,3,18.0,0,79.0,97.0,1,0,A,Yes,Pass
19.0,60.0,High,Yes,High,Yes,Male,19.0,0,13.0,1,87.0,88.0,1,2,A,Yes,Pass
19.0,60.0,High,Yes,High,Yes,Male,22.0,3,18.0,1,50.0,87.0,0,0,A,Yes,Pass
19.0,60.0,Medium,No,High,Yes,Male,19.0,0,13.0,1,87.0,88.0,1,2,A,No,Pass
19.0,60.0,Medium,No,High,Yes,Male,22.0,3,18.0,1,50.0,87.0,0,0,A,No,Pass
15.0,77.0,Medium,Yes,Medium,Yes,Female,18.0,1,6.0,1,86.0,91.0,1,0,A,Yes,Pass
15.0,77.0,Medium,Yes,Medium,Yes,Female,27.0,0,19.0,0,91.0,72.0,0,2,B,Yes,Pass
18.0,84.0,Low,Yes,Medium,Yes,Male,18.0,3,8.0,1,98.0,99.0,0,0,A,Yes,Pass
18.0,84.0,Low,Yes,Medium,Yes,Male,29.0,3,16.0,0,68.0,66.0,1,1,C,Yes,Pass
18.0,84.0,Low,Yes,Medium,Yes,Male,20.0,0,1.0,1,81.0,100.0,0,2,A,Yes,Pass
18.0,84.0,Low,No,Medium,Yes,Male,18.0,3,8.0,1,98.0,99.0,0,0,A,No,Pass
18.0,84.0,Low,No,Medium,Yes,Male,29.0,3,16.0,0,68.0,66.0,1,1,C,No,Pass
18.0,84.0,Low,No,Medium,Yes,Male,20.0,0,1.0,1,81.0,100.0,0,2,A,No,Pass
18.0,84.0,High,No,Medium,Yes,Male,18.0,3,8.0,1,98.0,99.0,0,0,A,No,Pass
18.0,84.0,High,No,Medium,Yes,Male,29.0,3,16.0,0,68.0,66.0,1,1,C,No,Pass
18.0,84.0,High,No,Medium,Yes,Male,20.0,0,1.0,1,81.0,100.0,0,2,A,No,Pass
18.0,84.0,High,Yes,Low,Yes,Male,18.0,3,8.0,1,98.0,99.0,0,0,A,Yes,Pass
18.0,84.0,High,Yes,Low,Yes,Male,29.0,3,16.0,0,68.0,66.0,1,1,C,Yes,Pass
18.0,84.0,High,Yes,Low,Yes,Male,20.0,0,1.0,1,81.0,100.0,0,2,A,Yes,Pass
12.0,70.0,Medium,Yes,Medium,Yes,Female,28.0,3,12.0,1,51.0,81.0,0,2,B,Yes,Pass
12.0,70.0,Medium,Yes,Medium,Yes,Female,20.0,2,18.0,1,57.0,90.0,1,2,A,Yes,Pass
12.0,70.0,Medium,No,High,Yes,Female,28.0,3,12.0,1,51.0,81.0,0,2,B,No,Pass
12.0,70.0,Medium,No,High,Yes,Female,20.0,2,18.0,1,57.0,90.0,1,2,A,No,Pass
29.0,88.0,Medium,Yes,Medium,Yes,Male,21.0,1,7.0,1,90.0,49.0,1,2,D,Yes,Fail
13.0,61.0,Medium,Yes,Low,Yes,Female,28.0,0,5.0,1,86.0,67.0,1,2,C,Yes,Pass
13.0,61.0,Medium,Yes,Low,Yes,Female,29.0,2,16.0,1,69.0,98.0,0,1,A,Yes,Pass
13.0,61.0,Medium,Yes,Low,Yes,Female,20.0,2,15.0,1,58.0,57.0,1,2,C,Yes,Pass
13.0,61.0,Low,No,Low,Yes,Female,28.0,0,5.0,1,86.0,67.0,1,2,C,No,Pass
13.0,61.0,Low,No,Low,Yes,Female,29.0,2,16.0,1,69.0,98.0,0,1,A,No,Pass
13.0,61.0,Low,No,Low,Yes,Female,20.0,2,15.0,1,58.0,57.0,1,2,C,No,Pass
15.0,65.0,Medium,No,Medium,Yes,Male,19.0,1,11.0,0,51.0,79.0,1,0,B,No,Pass
15.0,65.0,Medium,No,Medium,Yes,Male,28.0,2,9.0,0,80.0,96.0,1,2,A,No,Pass
15.0,65.0,Medium,No,Medium,Yes,Male,26.0,0,18.0,0,60.0,47.0,1,2,D,No,Fail
15.0,65.0,High,Yes,Low,Yes,Male,19.0,1,11.0,0,51.0,79.0,1,0,B,Yes,Pass
15.0,65.0,High,Yes,Low,Yes,Male,28.0,2,9.0,0,80.0,96.0,1,2,A,Yes,Pass
15.0,65.0,High,Yes,Low,Yes,Male,26.0,0,18.0,0,60.0,47.0,1,2,D,Yes,Fail
14.0,92.0,High,Yes,High,Yes,Male,25.0,2,12.0,1,64.0,86.0,0,0,A,Yes,Pass
14.0,92.0,High,Yes,High,Yes,Male,20.0,1,2.0,1,92.0,64.0,1,2,C,Yes,Pass
14.0,92.0,Medium,Yes,High,Yes,Male,25.0,2,12.0,1,64.0,86.0,0,0,A,Yes,Pass
14.0,92.0,Medium,Yes,High,Yes,Male,20.0,1,2.0,1,92.0,64.0,1,2,C,Yes,Pass
12.0,74.0,High,Yes,Low,Yes,Female,23.0,1,7.0,0,63.0,81.0,0,2,B,Yes,Pass
12.0,74.0,Medium,No,Medium,Yes,Female,23.0,1,7.0,0,63.0,81.0,0,2,B,No,Pass
16.0,90.0,Low,No,Medium,Yes,Male,22.0,2,2.0,1,57.0,52.0,1,2,D,No,Fail
16.0,90.0,Low,No,Medium,Yes,Male,23.0,3,11.0,0,79.0,62.0,1,2,C,No,Pass
16.0,90.0,Medium,No,Medium,Yes,Male,22.0,2,2.0,1,57.0,52.0,1,2,D,No,Fail
16.0,90.0,Medium,No,Medium,Yes,Male,23.0,3,11.0,0,79.0,62.0,1,2,C,No,Pass
16.0,90.0,High,Yes,Low,Yes,Male,22.0,2,2.0,1,57.0,52.0,1,2,D,Yes,Fail
16.0,90.0,High,Yes,Low,Yes,Male,23.0,3,11.0,0,79.0,62.0,1,2,C,Yes,Pass
22.0,94.0,High,No,Low,Yes,Male,25.0,0,9.0,0,61.0,51.0,1,2,D,No,Fail
22.0,94.0,High,No,Low,Yes,Male,20.0,2,16.0,1,87.0,94.0,0,1,A,No,Pass
22.0,94.0,High,No,Low,Yes,Male,25.0,0,20.0,1,62.0,50.0,0,2,D,No,Fail
22.0,94.0,Medium,Yes,Low,Yes,Male,25.0,0,9.0,0,61.0,51.0,1,2,D,Yes,Fail
22.0,94.0,Medium,Yes,Low,Yes,Male,20.0,2,16.0,1,87.0,94.0,0,1,A,Yes,Pass
22.0,94.0,Medium,Yes,Low,Yes,Male,25.0,0,20.0,1,62.0,50.0,0,2,D,Yes,Fail
22.0,94.0,High,Yes,Medium,Yes,Male,25.0,0,9.0,0,61.0,51.0,1,2,D,Yes,Fail
22.0,94.0,High,Yes,Medium,Yes,Male,20.0,2,16.0,1,87.0,94.0,0,1,A,Yes,Pass
22.0,94.0,High,Yes,Medium,Yes,Male,25.0,0,20.0,1,62.0,50.0,0,2,D,Yes,Fail
18.0,75.0,Medium,Yes,Low,Yes,Male,19.0,3,15.0,1,50.0,97.0,1,2,A,Yes,Pass
18.0,75.0,Medium,Yes,Low,Yes,Male,19.0,3,10.0,1,76.0,96.0,0,0,A,Yes,Pass
18.0,75.0,Medium,Yes,High,Yes,Male,19.0,3,15.0,1,50.0,97.0,1,2,A,Yes,Pass
18.0,75.0,Medium,Yes,High,Yes,Male,19.0,3,10.0,1,76.0,96.0,0,0,A,Yes,Pass
18.0,75.0,Low,Yes,Medium,Yes,Male,19.0,3,15.0,1,50.0,97.0,1,2,A,Yes,Pass
18.0,75.0,Low,Yes,Medium,Yes,Male,19.0,3,10.0,1,76.0,96.0,0,0,A,Yes,Pass
11.0,71.0,Medium,Yes,Medium,Yes,Female,20.0,1,5.0,0,53.0,75.0,0,2,B,Yes,Pass
11.0,71.0,Medium,Yes,Medium,Yes,Female,18.0,0,7.0,0,96.0,67.0,1,2,C,Yes,Pass
11.0,71.0,Medium,Yes,Medium,Yes,Female,21.0,3,16.0,1,86.0,42.0,1,0,D,Yes,Fail
11.0,71.0,Medium,Yes,Medium,Yes,Female,28.0,3,3.0,1,60.0,86.0,0,2,A,Yes,Pass
14.0,100.0,Low,Yes,High,Yes,Female,23.0,3,10.0,1,50.0,53.0,0,0,D,Yes,Fail
14.0,100.0,Low,Yes,High,Yes,Female,20.0,3,11.0,1,52.0,73.0,1,1,B,Yes,Pass
14.0,100.0,Low,Yes,High,Yes,Female,29.0,0,1.0,1,76.0,56.0,1,0,C,Yes,Pass
14.0,100.0,Low,Yes,High,Yes,Female,22.0,1,3.0,1,80.0,94.0,0,1,A,Yes,Pass
14.0,100.0,Low,No,Low,Yes,Female,23.0,3,10.0,1,50.0,53.0,0,0,D,No,Fail
14.0,100.0,Low,No,Low,Yes,Female,20.0,3,11.0,1,52.0,73.0,1,1,B,No,Pass
14.0,100.0,Low,No,Low,Yes,Female,29.0,0,1.0,1,76.0,56.0,1,0,C,No,Pass
14.0,100.0,Low,No,Low,Yes,Female,22.0,1,3.0,1,80.0,94.0,0,1,A,No,Pass
14.0,100.0,Medium,Yes,Medium,Yes,Female,23.0,3,10.0,1,50.0,53.0,0,0,D,Yes,Fail
14.0,100.0,Medium,Yes,Medium,Yes,Female,20.0,3,11.0,1,52.0,73.0,1,1,B,Yes,Pass
14.0,100.0,Medium,Yes,Medium,Yes,Female,29.0,0,1.0,1,76.0,56.0,1,0,C,Yes,Pass
14.0,100.0,Medium,Yes,Medium,Yes,Female,22.0,1,3.0,1,80.0,94.0,0,1,A,Yes,Pass
20.0,75.0,Medium,Yes,Low,Yes,Female,22.0,2,9.0,1,88.0,99.0,0,0,A,Yes,Pass
20.0,75.0,Medium,Yes,Low,Yes,Female,29.0,2,8.0,0,94.0,66.0,1,1,C,Yes,Pass
20.0,75.0,Medium,Yes,Low,Yes,Female,26.0,1,1.0,1,66.0,94.0,1,2,A,Yes,Pass
20.0,75.0,Medium,No,Medium,Yes,Female,22.0,2,9.0,1,88.0,99.0,0,0,A,No,Pass
20.0,75.0,Medium,No,Medium,Yes,Female,29.0,2,8.0,0,94.0,66.0,1,1,C,No,Pass
20.0,75.0,Medium,No,Medium,Yes,Female,26.0,1,1.0,1,66.0,94.0,1,2,A,No,Pass
20.0,75.0,Medium,Yes,High,Yes,Female,22.0,2,9.0,1,88.0,99.0,0,0,A,Yes,Pass
20.0,75.0,Medium,Yes,High,Yes,Female,29.0,2,8.0,0,94.0,66.0,1,1,C,Yes,Pass
20.0,75.0,Medium,Yes,High,Yes,Female,26.0,1,1.0,1,66.0,94.0,1,2,A,Yes,Pass
29.0,76.0,High,Yes,Low,No,Female,18.0,0,7.0,1,84.0,42.0,0,1,D,Yes,Fail
29.0,76.0,High,Yes,Low,No,Female,18.0,2,2.0,1,65.0,91.0,0,2,A,Yes,Pass
29.0,76.0,High,Yes,Low,No,Female,26.0,2,17.0,1,71.0,76.0,0,2,B,Yes,Pass
29.0,76.0,High,Yes,Low,No,Female,22.0,1,1.0,1,75.0,97.0,0,2,A,Yes,Pass
29.0,76.0,High,Yes,Low,No,Female,19.0,1,4.0,1,71.0,90.0,1,2,A,Yes,Pass
29.0,76.0,High,Yes,Medium,Yes,Female,18.0,0,7.0,1,84.0,42.0,0,1,D,Yes,Fail
29.0,76.0,High,Yes,Medium,Yes,Female,18.0,2,2.0,1,65.0,91.0,0,2,A,Yes,Pass
29.0,76.0,High,Yes,Medium,Yes,Female,26.0,2,17.0,1,71.0,76.0,0,2,B,Yes,Pass
29.0,76.0,High,Yes,Medium,Yes,Female,22.0,1,1.0,1,75.0,97.0,0,2,A,Yes,Pass
29.0,76.0,High,Yes,Medium,Yes,Female,19.0,1,4.0,1,71.0,90.0,1,2,A,Yes,Pass
28.0,86.0,Medium,No,Medium,Yes,Male,25.0,3,10.0,0,58.0,89.0,1,2,A,No,Pass
28.0,86.0,Medium,Yes,Medium,Yes,Male,25.0,3,10.0,0,58.0,89.0,1,2,A,Yes,Pass
27.0,92.0,Medium,No,Medium,No,Female,20.0,1,7.0,0,89.0,67.0,0,0,C,No,Pass
27.0,92.0,Low,Yes,High,Yes,Female,20.0,1,7.0,0,89.0,67.0,0,0,C,Yes,Pass
27.0,92.0,Medium,Yes,Low,Yes,Female,20.0,1,7.0,0,89.0,67.0,0,0,C,Yes,Pass
15.0,71.0,Low,No,Medium,Yes,Male,24.0,3,8.0,1,59.0,68.0,1,0,C,No,Pass
15.0,71.0,Low,No,Medium,Yes,Male,18.0,2,1.0,1,62.0,73.0,0,0,B,No,Pass
15.0,71.0,Low,No,Medium,Yes,Male,18.0,3,18.0,1,80.0,95.0,1,0,A,No,Pass
15.0,71.0,High,No,Low,Yes,Male,24.0,3,8.0,1,59.0,68.0,1,0,C,No,Pass
15.0,71.0,High,No,Low,Yes,Male,18.0,2,1.0,1,62.0,73.0,0,0,B,No,Pass
15.0,71.0,High,No,Low,Yes,Male,18.0,3,18.0,1,80.0,95.0,1,0,A,No,Pass
7.0,64.0,High,No,Medium,Yes,Female,27.0,0,13.0,1,84.0,93.0,1,2,A,No,Pass
7.0,64.0,High,No,Medium,Yes,Female,18.0,1,9.0,1,96.0,81.0,1,2,B,No,Pass
7.0,64.0,High,No,Medium,Yes,Female,23.0,0,10.0,1,54.0,66.0,1,2,C,No,Pass
7.0,64.0,High,No,Medium,Yes,Female,19.0,1,19.0,1,80.0,96.0,0,0,A,No,Pass
28.0,81.0,High,Yes,Medium,Yes,Female,19.0,1,5.0,0,69.0,73.0,1,1,B,Yes,Pass
28.0,81.0,High,Yes,Medium,Yes,Female,27.0,3,12.0,1,93.0,52.0,0,2,D,Yes,Fail
28.0,81.0,High,Yes,Medium,Yes,Female,18.0,0,7.0,0,56.0,74.0,1,2,B,Yes,Pass
30.0,68.0,High,No,Medium,Yes,Male,22.0,2,2.0,0,100.0,100.0,0,0,A,No,Pass
30.0,68.0,High,No,Medium,Yes,Male,26.0,0,6.0,1,52.0,41.0,1,0,D,No,Fail
17.0,89.0,High,No,Medium,Yes,Male,21.0,2,9.0,0,92.0,81.0,0,1,B,No,Pass
5.0,83.0,Medium,Yes,Medium,Yes,Male,23.0,0,17.0,1,92.0,40.0,0,2,D,Yes,Fail
5.0,83.0,Medium,Yes,Medium,Yes,Male,19.0,0,16.0,1,88.0,51.0,1,2,D,Yes,Fail
13.0,96.0,High,No,Medium,Yes,Male,29.0,2,9.0,0,95.0,91.0,1,0,A,No,Pass
13.0,96.0,High,No,Medium,Yes,Male,27.0,2,18.0,1,72.0,74.0,0,0,B,No,Pass
13.0,96.0,High,No,Medium,Yes,Male,26.0,0,7.0,0,50.0,53.0,1,2,D,No,Fail
13.0,96.0,High,No,Low,Yes,Male,29.0,2,9.0,0,95.0,91.0,1,0,A,No,Pass
13.0,96.0,High,No,Low,Yes,Male,27.0,2,18.0,1,72.0,74.0,0,0,B,No,Pass
13.0,96.0,High,No,Low,Yes,Male,26.0,0,7.0,0,50.0,53.0,1,2,D,No,Fail
13.0,96.0,Medium,No,Medium,Yes,Male,29.0,2,9.0,0,95.0,91.0,1,0,A,No,Pass
13.0,96.0,Medium,No,Medium,Yes,Male,27.0,2,18.0,1,72.0,74.0,0,0,B,No,Pass
13.0,96.0,Medium,No,Medium,Yes,Male,26.0,0,7.0,0,50.0,53.0,1,2,D,No,Fail
13.0,96.0,High,Yes,Medium,No,Male,29.0,2,9.0,0,95.0,91.0,1,0,A,Yes,Pass
13.0,96.0,High,Yes,Medium,No,Male,27.0,2,18.0,1,72.0,74.0,0,0,B,Yes,Pass
13.0,96.0,High,Yes,Medium,No,Male,26.0,0,7.0,0,50.0,53.0,1,2,D,Yes,Fail
19.0,99.0,Medium,Yes,High,Yes,Female,24.0,2,0.0,0,71.0,80.0,0,1,B,Yes,Pass
19.0,99.0,Medium,Yes,High,Yes,Female,26.0,0,2.0,0,64.0,74.0,1,1,B,Yes,Pass
19.0,99.0,Medium,Yes,High,Yes,Female,25.0,1,8.0,0,53.0,94.0,1,2,A,Yes,Pass
19.0,99.0,Medium,Yes,High,Yes,Female,28.0,3,9.0,1,66.0,52.0,1,2,D,Yes,Fail
19.0,99.0,Medium,Yes,High,Yes,Female,18.0,0,5.0,1,91.0,83.0,0,0,B,Yes,Pass
19.0,99.0,High,Yes,High,No,Female,24.0,2,0.0,0,71.0,80.0,0,1,B,Yes,Pass
19.0,99.0,High,Yes,High,No,Female,26.0,0,2.0,0,64.0,74.0,1,1,B,Yes,Pass
19.0,99.0,High,Yes,High,No,Female,25.0,1,8.0,0,53.0,94.0,1,2,A,Yes,Pass
19.0,99.0,High,Yes,High,No,Female,28.0,3,9.0,1,66.0,52.0,1,2,D,Yes,Fail
19.0,99.0,High,Yes,High,No,Female,18.0,0,5.0,1,91.0,83.0,0,0,B,Yes,Pass
19.0,99.0,Low,Yes,Low,Yes,Female,24.0,2,0.0,0,71.0,80.0,0,1,B,Yes,Pass
19.0,99.0,Low,Yes,Low,Yes,Female,26.0,0,2.0,0,64.0,74.0,1,1,B,Yes,Pass
19.0,99.0,Low,Yes,Low,Yes,Female,25.0,1,8.0,0,53.0,94.0,1,2,A,Yes,Pass
19.0,99.0,Low,Yes,Low,Yes,Female,28.0,3,9.0,1,66.0,52.0,1,2,D,Yes,Fail
19.0,99.0,Low,Yes,Low,Yes,Female,18.0,0,5.0,1,91.0,83.0,0,0,B,Yes,Pass
29.0,98.0,High,No,Low,Yes,Male,19.0,1,11.0,1,77.0,69.0,0,2,C,No,Pass
29.0,98.0,High,No,Low,Yes,Male,22.0,0,14.0,1,52.0,58.0,1,2,C,No,Pass
29.0,98.0,High,Yes,Low,Yes,Male,19.0,1,11.0,1,77.0,69.0,0,2,C,Yes,Pass
29.0,98.0,High,Yes,Low,Yes,Male,22.0,0,14.0,1,52.0,58.0,1,2,C,Yes,Pass
17.0,73.0,Medium,Yes,Low,Yes,Female,27.0,3,15.0,0,99.0,47.0,1,2,D,Yes,Fail
17.0,73.0,Medium,Yes,Low,Yes,Female,29.0,1,14.0,0,78.0,80.0,1,0,B,Yes,Pass
17.0,73.0,Medium,Yes,High,Yes,Female,27.0,3,15.0,0,99.0,47.0,1,2,D,Yes,Fail
17.0,73.0,Medium,Yes,High,Yes,Female,29.0,1,14.0,0,78.0,80.0,1,0,B,Yes,Pass
17.0,73.0,High,No,Medium,Yes,Female,27.0,3,15.0,0,99.0,47.0,1,2,D,No,Fail
17.0,73.0,High,No,Medium,Yes,Female,29.0,1,14.0,0,78.0,80.0,1,0,B,No,Pass
17.0,73.0,Low,No,High,Yes,Female,27.0,3,15.0,0,99.0,47.0,1,2,D,No,Fail
17.0,73.0,Low,No,High,Yes,Female,29.0,1,14.0,0,78.0,80.0,1,0,B,No,Pass
19.0,68.0,Medium,Yes,Low,Yes,Female,28.0,2,0.0,1,79.0,94.0,1,2,A,Yes,Pass
19.0,68.0,High,No,Medium,No,Female,28.0,2,0.0,1,79.0,94.0,1,2,A,No,Pass
19.0,68.0,High,No,Medium,Yes,Female,28.0,2,0.0,1,79.0,94.0,1,2,A,No,Pass
19.0,68.0,High,No,Low,No,Female,28.0,2,0.0,1,79.0,94.0,1,2,A,No,Pass
23.0,63.0,Medium,Yes,High,Yes,Female,18.0,3,16.0,1,86.0,63.0,1,2,C,Yes,Pass
23.0,63.0,Medium,Yes,Medium,Yes,Female,18.0,3,16.0,1,86.0,63.0,1,2,C,Yes,Pass
23.0,63.0,High,No,Low,Yes,Female,18.0,3,16.0,1,86.0,63.0,1,2,C,No,Pass
25.0,94.0,Medium,No,Low,No,Male,25.0,1,0.0,1,97.0,79.0,1,2,B,No,Pass
15.0,100.0,Low,No,Medium,Yes,Male,29.0,2,5.0,0,58.0,65.0,1,0,C,No,Pass
15.0,100.0,High,No,High,Yes,Male,29.0,2,5.0,0,58.0,65.0,1,0,C,No,Pass
15.0,100.0,Medium,Yes,Medium,Yes,Male,29.0,2,5.0,0,58.0,65.0,1,0,C,Yes,Pass
36.0,66.0,High,Yes,High,Yes,Male,21.0,3,12.0,1,50.0,81.0,1,2,B,Yes,Pass
9.0,71.0,High,Yes,Medium,Yes,Male,24.0,0,18.0,0,83.0,58.0,1,1,C,Yes,Pass
25.0,80.0,Low,No,Medium,Yes,Male,20.0,3,5.0,0,52.0,79.0,0,2,B,No,Pass
25.0,80.0,Low,No,Medium,Yes,Male,23.0,2,1.0,0,75.0,79.0,1,2,B,No,Pass
25.0,80.0,Medium,Yes,Low,Yes,Male,20.0,3,5.0,0,52.0,79.0,0,2,B,Yes,Pass
25.0,80.0,Medium,Yes,Low,Yes,Male,23.0,2,1.0,0,75.0,79.0,1,2,B,Yes,Pass
18.0,90.0,High,No,High,No,Female,27.0,3,17.0,1,71.0,85.0,1,2,A,No,Pass
18.0,90.0,High,No,High,No,Female,26.0,2,12.0,1,74.0,60.0,0,0,C,No,Pass
18.0,90.0,High,Yes,Medium,Yes,Female,27.0,3,17.0,1,71.0,85.0,1,2,A,Yes,Pass
18.0,90.0,High,Yes,Medium,Yes,Female,26.0,2,12.0,1,74.0,60.0,0,0,C,Yes,Pass
18.0,90.0,Medium,Yes,High,Yes,Female,27.0,3,17.0,1,71.0,85.0,1,2,A,Yes,Pass
18.0,90.0,Medium,Yes,High,Yes,Female,26.0,2,12.0,1,74.0,60.0,0,0,C,Yes,Pass
18.0,90.0,Medium,No,Low,Yes,Female,27.0,3,17.0,1,71.0,85.0,1,2,A,No,Pass
18.0,90.0,Medium,No,Low,Yes,Female,26.0,2,12.0,1,74.0,60.0,0,0,C,No,Pass
18.0,90.0,High,Yes,Low,Yes,Female,27.0,3,17.0,1,71.0,85.0,1,2,A,Yes,Pass
18.0,90.0,High,Yes,Low,Yes,Female,26.0,2,12.0,1,74.0,60.0,0,0,C,Yes,Pass
8.0,75.0,Medium,No,Medium,Yes,Male,27.0,3,11.0,0,89.0,55.0,0,1,C,No,Pass
8.0,75.0,Medium,No,Medium,Yes,Male,21.0,3,17.0,0,64.0,77.0,1,2,B,No,Pass
8.0,75.0,Medium,No,Medium,Yes,Male,27.0,1,9.0,1,84.0,100.0,1,2,A,No,Pass
27.0,77.0,Medium,Yes,Low,Yes,Male,23.0,3,9.0,0,82.0,91.0,0,2,A,Yes,Pass
27.0,77.0,High,No,High,Yes,Male,23.0,3,9.0,0,82.0,91.0,0,2,A,No,Pass
27.0,77.0,High,Yes,Low,Yes,Male,23.0,3,9.0,0,82.0,91.0,0,2,A,Yes,Pass
10.0,63.0,Medium,No,Medium,Yes,Male,21.0,1,3.0,1,90.0,100.0,1,2,A,No,Pass
10.0,63.0,Medium,No,Medium,Yes,Male,27.0,1,19.0,1,73.0,89.0,1,1,A,No,Pass
10.0,63.0,Medium,No,Medium,Yes,Male,24.0,1,3.0,1,93.0,66.0,1,0,C,No,Pass
10.0,63.0,Medium,No,Medium,Yes,Male,27.0,1,1.0,0,69.0,97.0,1,2,A,No,Pass
10.0,63.0,Medium,No,Medium,Yes,Male,18.0,1,14.0,1,85.0,82.0,0,0,B,No,Pass
10.0,63.0,High,No,Low,No,Male,21.0,1,3.0,1,90.0,100.0,1,2,A,No,Pass
10.0,63.0,High,No,Low,No,Male,27.0,1,19.0,1,73.0,89.0,1,1,A,No,Pass
10.0,63.0,High,No,Low,No,Male,24.0,1,3.0,1,93.0,66.0,1,0,C,No,Pass
10.0,63.0,High,No,Low,No,Male,27.0,1,1.0,0,69.0,97.0,1,2,A,No,Pass
10.0,63.0,High,No,Low,No,Male,18.0,1,14.0,1,85.0,82.0,0,0,B,No,Pass
10.0,63.0,Medium,No,Low,Yes,Male,21.0,1,3.0,1,90.0,100.0,1,2,A,No,Pass
10.0,63.0,Medium,No,Low,Yes,Male,27.0,1,19.0,1,73.0,89.0,1,1,A,No,Pass
10.0,63.0,Medium,No,Low,Yes,Male,24.0,1,3.0,1,93.0,66.0,1,0,C,No,Pass
10.0,63.0,Medium,No,Low,Yes,Male,27.0,1,1.0,0,69.0,97.0,1,2,A,No,Pass
10.0,63.0,Medium,No,Low,Yes,Male,18.0,1,14.0,1,85.0,82.0,0,0,B,No,Pass
22.0,92.0,Medium,No,Medium,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,No,Pass
22.0,92.0,Medium,No,Medium,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,No,Fail
22.0,92.0,Medium,No,Medium,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,No,Pass
22.0,92.0,Low,No,Medium,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,No,Pass
22.0,92.0,Low,No,Medium,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,No,Fail
22.0,92.0,Low,No,Medium,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,No,Pass
22.0,92.0,Low,Yes,High,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,Yes,Pass
22.0,92.0,Low,Yes,High,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,Yes,Fail
22.0,92.0,Low,Yes,High,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,Yes,Pass
22.0,92.0,Low,Yes,Low,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,Yes,Pass
22.0,92.0,Low,Yes,Low,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,Yes,Fail
22.0,92.0,Low,Yes,Low,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,Yes,Pass
22.0,92.0,High,No,Low,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,No,Pass
22.0,92.0,High,No,Low,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,No,Fail
22.0,92.0,High,No,Low,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,No,Pass
22.0,92.0,Low,No,Low,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,No,Pass
22.0,92.0,Low,No,Low,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,No,Fail
22.0,92.0,Low,No,Low,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,No,Pass
22.0,92.0,High,No,Medium,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,No,Pass
22.0,92.0,High,No,Medium,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,No,Fail
22.0,92.0,High,No,Medium,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,No,Pass
22.0,92.0,Medium,Yes,Medium,Yes,Male,27.0,3,1.0,1,55.0,56.0,1,2,C,Yes,Pass
22.0,92.0,Medium,Yes,Medium,Yes,Male,29.0,0,3.0,0,51.0,42.0,1,0,D,Yes,Fail
22.0,92.0,Medium,Yes,Medium,Yes,Male,22.0,1,8.0,1,65.0,63.0,1,2,C,Yes,Pass
29.0,64.0,High,Yes,Medium,Yes,Female,20.0,2,6.0,0,99.0,49.0,1,2,D,Yes,Fail
29.0,64.0,Medium,No,Medium,Yes,Female,20.0,2,6.0,0,99.0,49.0,1,2,D,No,Fail
13.0,67.0,High,Yes,Medium,Yes,Female,28.0,0,0.0,0,56.0,82.0,0,2,B,Yes,Pass
