,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
12793,15.0,61.0,Low,Yes,Medium,Yes,Female,20.0,3,12.0,0,68.0,54.0,1,2,D,Yes,Fail
12794,15.0,61.0,Low,Yes,Medium,Yes,Female,24.0,1,11.0,1,60.0,96.0,1,2,A,Yes,Pass
12795,15.0,61.0,Low,Yes,Medium,Yes,Female,24.0,3,0.0,1,62.0,44.0,1,1,D,Yes,Fail
12796,15.0,61.0,Low,Yes,Medium,Yes,Female,20.0,3,15.0,1,66.0,67.0,1,2,C,Yes,Pass
12797,15.0,61.0,Low,Yes,Medium,Yes,Female,26.0,1,0.0,1,72.0,58.0,1,0,C,Yes,Pass
12803,15.0,61.0,Medium,No,High,Yes,Female,20.0,3,12.0,0,68.0,54.0,1,2,D,No,Fail
12804,15.0,61.0,Medium,No,High,Yes,Female,24.0,1,11.0,1,60.0,96.0,1,2,A,No,Pass
12805,15.0,61.0,Medium,No,High,Yes,Female,24.0,3,0.0,1,62.0,44.0,1,1,D,No,Fail
12806,15.0,61.0,Medium,No,High,Yes,Female,20.0,3,15.0,1,66.0,67.0,1,2,C,No,Pass
12807,15.0,61.0,Medium,No,High,Yes,Female,26.0,1,0.0,1,72.0,58.0,1,0,C,No,Pass
12808,15.0,61.0,Medium,Yes,High,Yes,Female,20.0,3,12.0,0,68.0,54.0,1,2,D,Yes,Fail
12809,15.0,61.0,Medium,Yes,High,Yes,Female,24.0,1,11.0,1,60.0,96.0,1,2,A,Yes,Pass
12810,15.0,61.0,Medium,Yes,High,Yes,Female,24.0,3,0.0,1,62.0,44.0,1,1,D,Yes,Fail
12811,15.0,61.0,Medium,Yes,High,Yes,Female,20.0,3,15.0,1,66.0,67.0,1,2,C,Yes,Pass
12812,15.0,61.0,Medium,Yes,High,Yes,Female,26.0,1,0.0,1,72.0,58.0,1,0,C,Yes,Pass
12813,28.0,76.0,Medium,Yes,Low,Yes,Female,25.0,2,13.0,1,85.0,90.0,1,2,A,Yes,Pass
12814,28.0,76.0,Medium,Yes,Low,Yes,Female,21.0,0,9.0,1,59.0,92.0,1,2,A,Yes,Pass
12815,28.0,76.0,Medium,Yes,Low,Yes,Female,25.0,1,8.0,1,56.0,77.0,1,2,B,Yes,Pass
12816,28.0,76.0,Medium,Yes,Low,Yes,Female,26.0,3,1.0,0,80.0,42.0,1,1,D,Yes,Fail
12817,28.0,76.0,Medium,Yes,Medium,Yes,Female,25.0,2,13.0,1,85.0,90.0,1,2,A,Yes,Pass
12818,28.0,76.0,Medium,Yes,Medium,Yes,Female,21.0,0,9.0,1,59.0,92.0,1,2,A,Yes,Pass
12819,28.0,76.0,Medium,Yes,Medium,Yes,Female,25.0,1,8.0,1,56.0,77.0,1,2,B,Yes,Pass
12820,28.0,76.0,Medium,Yes,Medium,Yes,Female,26.0,3,1.0,0,80.0,42.0,1,1,D,Yes,Fail
12821,9.0,97.0,Medium,Yes,Medium,Yes,Female,27.0,1,15.0,1,72.0,63.0,0,1,C,Yes,Pass
12822,9.0,97.0,Medium,Yes,Medium,Yes,Female,19.0,3,4.0,1,50.0,43.0,1,0,D,Yes,Fail
12823,9.0,97.0,Medium,Yes,Medium,Yes,Female,22.0,2,10.0,1,58.0,89.0,1,1,A,Yes,Pass
12824,9.0,97.0,Medium,Yes,Medium,Yes,Female,28.0,0,14.0,0,86.0,40.0,1,1,D,Yes,Fail
12825,9.0,97.0,Medium,Yes,Medium,Yes,Female,18.0,3,18.0,1,77.0,77.0,0,2,B,Yes,Pass
12826,21.0,100.0,High,No,Medium,No,Female,23.0,3,19.0,0,72.0,42.0,0,0,D,No,Fail
12827,21.0,100.0,High,No,Medium,No,Female,26.0,1,17.0,1,67.0,57.0,1,0,C,No,Pass
12828,21.0,100.0,High,No,Medium,No,Female,25.0,3,17.0,1,96.0,96.0,0,2,A,No,Pass
12829,21.0,100.0,High,No,Medium,No,Female,23.0,2,13.0,0,62.0,92.0,1,1,A,No,Pass
12830,21.0,100.0,High,No,Medium,No,Female,24.0,3,19.0,1,63.0,44.0,1,2,D,No,Fail
12831,21.0,100.0,Medium,Yes,Medium,Yes,Female,23.0,3,19.0,0,72.0,42.0,0,0,D,Yes,Fail
12832,21.0,100.0,Medium,Yes,Medium,Yes,Female,26.0,1,17.0,1,67.0,57.0,1,0,C,Yes,Pass
12833,21.0,100.0,Medium,Yes,Medium,Yes,Female,25.0,3,17.0,1,96.0,96.0,0,2,A,Yes,Pass
12834,21.0,100.0,Medium,Yes,Medium,Yes,Female,23.0,2,13.0,0,62.0,92.0,1,1,A,Yes,Pass
12835,21.0,100.0,Medium,Yes,Medium,Yes,Female,24.0,3,19.0,1,63.0,44.0,1,2,D,Yes,Fail
12836,7.0,62.0,High,No,Medium,Yes,Female,21.0,2,13.0,1,94.0,71.0,1,1,B,No,Pass
12837,7.0,62.0,High,No,Medium,Yes,Female,20.0,0,19.0,0,93.0,80.0,1,0,B,No,Pass
12838,7.0,62.0,Medium,Yes,Medium,Yes,Female,21.0,2,13.0,1,94.0,71.0,1,1,B,Yes,Pass
12839,7.0,62.0,Medium,Yes,Medium,Yes,Female,20.0,0,19.0,0,93.0,80.0,1,0,B,Yes,Pass
12840,28.0,94.0,Low,Yes,Medium,Yes,Female,24.0,2,15.0,1,53.0,92.0,0,1,A,Yes,Pass
12841,28.0,94.0,Medium,Yes,Medium,Yes,Female,24.0,2,15.0,1,53.0,92.0,0,1,A,Yes,Pass
12842,28.0,94.0,High,Yes,High,Yes,Female,24.0,2,15.0,1,53.0,92.0,0,1,A,Yes,Pass
12843,14.0,90.0,High,Yes,Medium,Yes,Female,18.0,0,14.0,1,90.0,75.0,1,2,B,Yes,Pass
12844,14.0,90.0,Medium,Yes,Medium,Yes,Female,18.0,0,14.0,1,90.0,75.0,1,2,B,Yes,Pass
12847,34.0,81.0,Medium,Yes,Low,Yes,Male,27.0,1,9.0,0,73.0,84.0,1,1,B,Yes,Pass
12848,27.0,84.0,Medium,No,Medium,Yes,Male,23.0,2,10.0,1,80.0,77.0,1,2,B,No,Pass
12849,27.0,84.0,Medium,No,Medium,Yes,Male,18.0,3,3.0,0,64.0,92.0,0,2,A,No,Pass
12850,27.0,84.0,Medium,No,Medium,Yes,Male,28.0,2,3.0,1,55.0,53.0,1,1,D,No,Fail
12851,32.0,98.0,High,No,Medium,Yes,Male,23.0,0,16.0,1,84.0,68.0,1,2,C,No,Pass
12852,32.0,98.0,High,No,Medium,Yes,Male,25.0,2,7.0,1,99.0,50.0,1,2,D,No,Fail
12853,32.0,98.0,High,No,Medium,Yes,Male,21.0,3,15.0,1,54.0,62.0,1,0,C,No,Pass
12854,8.0,95.0,Medium,No,Low,Yes,Male,23.0,3,17.0,0,96.0,91.0,1,2,A,No,Pass
12855,8.0,95.0,Medium,No,Low,Yes,Male,25.0,0,13.0,0,90.0,71.0,1,2,B,No,Pass
12856,31.0,68.0,Medium,No,Low,Yes,Female,26.0,3,2.0,1,90.0,84.0,0,1,B,No,Pass
12857,31.0,68.0,Medium,No,Low,Yes,Female,23.0,1,12.0,1,63.0,68.0,0,1,C,No,Pass
12858,31.0,68.0,Medium,No,Low,Yes,Female,29.0,0,14.0,1,67.0,62.0,1,0,C,No,Pass
12859,31.0,68.0,Medium,No,Medium,Yes,Female,26.0,3,2.0,1,90.0,84.0,0,1,B,No,Pass
12860,31.0,68.0,Medium,No,Medium,Yes,Female,23.0,1,12.0,1,63.0,68.0,0,1,C,No,Pass
12861,31.0,68.0,Medium,No,Medium,Yes,Female,29.0,0,14.0,1,67.0,62.0,1,0,C,No,Pass
12862,11.0,67.0,Medium,Yes,Low,Yes,Female,25.0,1,5.0,1,95.0,55.0,1,0,C,Yes,Pass
12863,11.0,67.0,Medium,Yes,Low,Yes,Female,24.0,3,0.0,0,62.0,91.0,1,0,A,Yes,Pass
12864,11.0,67.0,Medium,Yes,Low,Yes,Female,19.0,1,13.0,0,54.0,95.0,1,2,A,Yes,Pass
12865,11.0,67.0,High,No,High,Yes,Female,25.0,1,5.0,1,95.0,55.0,1,0,C,No,Pass
12866,11.0,67.0,High,No,High,Yes,Female,24.0,3,0.0,0,62.0,91.0,1,0,A,No,Pass
12867,11.0,67.0,High,No,High,Yes,Female,19.0,1,13.0,0,54.0,95.0,1,2,A,No,Pass
12868,24.0,99.0,Medium,Yes,Medium,Yes,Female,29.0,3,18.0,0,51.0,42.0,0,2,D,Yes,Fail
12869,22.0,62.0,Medium,Yes,Medium,Yes,Female,23.0,1,14.0,1,53.0,97.0,1,2,A,Yes,Pass
12870,22.0,62.0,Medium,Yes,Low,Yes,Female,23.0,1,14.0,1,53.0,97.0,1,2,A,Yes,Pass
12872,23.0,72.0,Medium,No,Medium,No,Female,26.0,2,4.0,0,95.0,82.0,1,2,B,No,Pass
12873,23.0,72.0,Medium,No,Medium,No,Female,23.0,1,6.0,1,75.0,78.0,0,1,B,No,Pass
12874,23.0,72.0,Medium,No,Medium,No,Female,29.0,2,2.0,1,80.0,47.0,0,2,D,No,Fail
12875,23.0,72.0,Medium,Yes,Low,Yes,Female,26.0,2,4.0,0,95.0,82.0,1,2,B,Yes,Pass
12876,23.0,72.0,Medium,Yes,Low,Yes,Female,23.0,1,6.0,1,75.0,78.0,0,1,B,Yes,Pass
12877,23.0,72.0,Medium,Yes,Low,Yes,Female,29.0,2,2.0,1,80.0,47.0,0,2,D,Yes,Fail
12878,23.0,72.0,Medium,Yes,Low,No,Female,26.0,2,4.0,0,95.0,82.0,1,2,B,Yes,Pass
12879,23.0,72.0,Medium,Yes,Low,No,Female,23.0,1,6.0,1,75.0,78.0,0,1,B,Yes,Pass
12880,23.0,72.0,Medium,Yes,Low,No,Female,29.0,2,2.0,1,80.0,47.0,0,2,D,Yes,Fail
12881,23.0,72.0,High,Yes,Medium,Yes,Female,26.0,2,4.0,0,95.0,82.0,1,2,B,Yes,Pass
12882,23.0,72.0,High,Yes,Medium,Yes,Female,23.0,1,6.0,1,75.0,78.0,0,1,B,Yes,Pass
12883,23.0,72.0,High,Yes,Medium,Yes,Female,29.0,2,2.0,1,80.0,47.0,0,2,D,Yes,Fail
12884,19.0,74.0,Medium,No,High,Yes,Female,19.0,3,7.0,0,83.0,97.0,0,2,A,No,Pass
12885,19.0,74.0,Medium,No,High,Yes,Female,22.0,0,8.0,1,91.0,63.0,1,2,C,No,Pass
12886,19.0,74.0,Medium,No,High,Yes,Female,23.0,1,17.0,1,72.0,49.0,0,2,D,No,Fail
12887,19.0,74.0,Medium,No,High,Yes,Female,27.0,0,18.0,0,61.0,96.0,0,2,A,No,Pass
12888,19.0,74.0,High,Yes,Medium,Yes,Female,19.0,3,7.0,0,83.0,97.0,0,2,A,Yes,Pass
12889,19.0,74.0,High,Yes,Medium,Yes,Female,22.0,0,8.0,1,91.0,63.0,1,2,C,Yes,Pass
12890,19.0,74.0,High,Yes,Medium,Yes,Female,23.0,1,17.0,1,72.0,49.0,0,2,D,Yes,Fail
12891,19.0,74.0,High,Yes,Medium,Yes,Female,27.0,0,18.0,0,61.0,96.0,0,2,A,Yes,Pass
12892,19.0,74.0,Medium,Yes,High,Yes,Female,19.0,3,7.0,0,83.0,97.0,0,2,A,Yes,Pass
12893,19.0,74.0,Medium,Yes,High,Yes,Female,22.0,0,8.0,1,91.0,63.0,1,2,C,Yes,Pass
12894,19.0,74.0,Medium,Yes,High,Yes,Female,23.0,1,17.0,1,72.0,49.0,0,2,D,Yes,Fail
12895,19.0,74.0,Medium,Yes,High,Yes,Female,27.0,0,18.0,0,61.0,96.0,0,2,A,Yes,Pass
12896,19.0,74.0,High,Yes,High,Yes,Female,19.0,3,7.0,0,83.0,97.0,0,2,A,Yes,Pass
12897,19.0,74.0,High,Yes,High,Yes,Female,22.0,0,8.0,1,91.0,63.0,1,2,C,Yes,Pass
12898,19.0,74.0,High,Yes,High,Yes,Female,23.0,1,17.0,1,72.0,49.0,0,2,D,Yes,Fail
12899,19.0,74.0,High,Yes,High,Yes,Female,27.0,0,18.0,0,61.0,96.0,0,2,A,Yes,Pass
12900,7.0,99.0,High,Yes,Low,No,Female,20.0,1,19.0,1,73.0,48.0,1,2,D,Yes,Fail
12901,33.0,66.0,Medium,Yes,Medium,Yes,Female,22.0,3,13.0,0,98.0,95.0,1,2,A,Yes,Pass
12902,12.0,80.0,High,Yes,High,Yes,Male,22.0,0,1.0,1,54.0,42.0,0,1,D,Yes,Fail
12903,12.0,80.0,High,Yes,High,Yes,Male,27.0,2,8.0,1,98.0,60.0,1,1,C,Yes,Pass
12904,12.0,80.0,High,Yes,High,Yes,Male,24.0,2,5.0,1,91.0,67.0,1,1,C,Yes,Pass
12905,12.0,80.0,High,Yes,High,Yes,Male,26.0,1,13.0,0,51.0,87.0,0,2,A,Yes,Pass
12906,12.0,80.0,High,Yes,High,Yes,Male,27.0,2,16.0,1,95.0,54.0,1,2,D,Yes,Fail
12907,12.0,80.0,Low,No,Medium,Yes,Male,22.0,0,1.0,1,54.0,42.0,0,1,D,No,Fail
12908,12.0,80.0,Low,No,Medium,Yes,Male,27.0,2,8.0,1,98.0,60.0,1,1,C,No,Pass
12909,12.0,80.0,Low,No,Medium,Yes,Male,24.0,2,5.0,1,91.0,67.0,1,1,C,No,Pass
12910,12.0,80.0,Low,No,Medium,Yes,Male,26.0,1,13.0,0,51.0,87.0,0,2,A,No,Pass
12911,12.0,80.0,Low,No,Medium,Yes,Male,27.0,2,16.0,1,95.0,54.0,1,2,D,No,Fail
12912,12.0,80.0,High,Yes,Medium,Yes,Male,22.0,0,1.0,1,54.0,42.0,0,1,D,Yes,Fail
12913,12.0,80.0,High,Yes,Medium,Yes,Male,27.0,2,8.0,1,98.0,60.0,1,1,C,Yes,Pass
12914,12.0,80.0,High,Yes,Medium,Yes,Male,24.0,2,5.0,1,91.0,67.0,1,1,C,Yes,Pass
12915,12.0,80.0,High,Yes,Medium,Yes,Male,26.0,1,13.0,0,51.0,87.0,0,2,A,Yes,Pass
12916,12.0,80.0,High,Yes,Medium,Yes,Male,27.0,2,16.0,1,95.0,54.0,1,2,D,Yes,Fail
12917,13.0,79.0,High,Yes,Low,No,Female,20.0,2,9.0,0,90.0,86.0,1,2,A,Yes,Pass
12918,13.0,79.0,High,Yes,Low,No,Female,19.0,1,18.0,0,68.0,64.0,1,1,C,Yes,Pass
12919,13.0,79.0,High,Yes,Low,No,Female,29.0,0,0.0,1,73.0,76.0,0,0,B,Yes,Pass
12920,13.0,79.0,High,Yes,Low,No,Female,29.0,1,2.0,1,96.0,41.0,0,2,D,Yes,Fail
12921,13.0,79.0,High,Yes,Low,No,Female,22.0,0,6.0,0,60.0,65.0,1,1,C,Yes,Pass
12922,13.0,79.0,High,No,High,Yes,Female,20.0,2,9.0,0,90.0,86.0,1,2,A,No,Pass
12923,13.0,79.0,High,No,High,Yes,Female,19.0,1,18.0,0,68.0,64.0,1,1,C,No,Pass
12924,13.0,79.0,High,No,High,Yes,Female,29.0,0,0.0,1,73.0,76.0,0,0,B,No,Pass
12925,13.0,79.0,High,No,High,Yes,Female,29.0,1,2.0,1,96.0,41.0,0,2,D,No,Fail
12926,13.0,79.0,High,No,High,Yes,Female,22.0,0,6.0,0,60.0,65.0,1,1,C,No,Pass
12927,13.0,79.0,Low,No,Medium,No,Female,20.0,2,9.0,0,90.0,86.0,1,2,A,No,Pass
12928,13.0,79.0,Low,No,Medium,No,Female,19.0,1,18.0,0,68.0,64.0,1,1,C,No,Pass
12929,13.0,79.0,Low,No,Medium,No,Female,29.0,0,0.0,1,73.0,76.0,0,0,B,No,Pass
12930,13.0,79.0,Low,No,Medium,No,Female,29.0,1,2.0,1,96.0,41.0,0,2,D,No,Fail
12931,13.0,79.0,Low,No,Medium,No,Female,22.0,0,6.0,0,60.0,65.0,1,1,C,No,Pass
12932,27.0,98.0,Low,Yes,Low,Yes,Male,29.0,3,9.0,1,75.0,96.0,1,0,A,Yes,Pass
12933,27.0,98.0,Low,Yes,Low,Yes,Male,20.0,3,17.0,0,76.0,54.0,1,0,D,Yes,Fail
12934,27.0,98.0,Low,Yes,Low,Yes,Male,22.0,0,4.0,1,59.0,47.0,0,2,D,Yes,Fail
12935,35.0,68.0,High,Yes,Medium,Yes,Male,26.0,3,2.0,1,67.0,61.0,1,1,C,Yes,Pass
12936,35.0,68.0,High,Yes,Medium,Yes,Male,26.0,0,8.0,1,82.0,88.0,0,1,A,Yes,Pass
12937,35.0,68.0,High,Yes,Medium,Yes,Male,18.0,2,4.0,0,56.0,89.0,0,1,A,Yes,Pass
12938,17.0,85.0,Medium,Yes,Medium,Yes,Male,27.0,3,8.0,0,51.0,64.0,1,2,C,Yes,Pass
12939,17.0,85.0,Medium,Yes,Medium,Yes,Male,18.0,2,10.0,0,82.0,70.0,1,1,B,Yes,Pass
12940,17.0,85.0,Low,No,Medium,Yes,Male,27.0,3,8.0,0,51.0,64.0,1,2,C,No,Pass
12941,17.0,85.0,Low,No,Medium,Yes,Male,18.0,2,10.0,0,82.0,70.0,1,1,B,No,Pass
12944,28.0,95.0,Medium,No,High,Yes,Male,25.0,2,3.0,1,81.0,43.0,0,2,D,No,Fail
12945,28.0,95.0,Medium,No,High,Yes,Male,25.0,2,5.0,0,96.0,100.0,0,2,A,No,Pass
12946,28.0,95.0,Medium,No,High,Yes,Male,25.0,3,15.0,1,62.0,48.0,1,2,D,No,Fail
12947,28.0,95.0,Medium,No,High,Yes,Male,19.0,2,15.0,0,91.0,50.0,1,1,D,No,Fail
12948,28.0,95.0,Medium,No,Medium,Yes,Male,25.0,2,3.0,1,81.0,43.0,0,2,D,No,Fail
12949,28.0,95.0,Medium,No,Medium,Yes,Male,25.0,2,5.0,0,96.0,100.0,0,2,A,No,Pass
12950,28.0,95.0,Medium,No,Medium,Yes,Male,25.0,3,15.0,1,62.0,48.0,1,2,D,No,Fail
12951,28.0,95.0,Medium,No,Medium,Yes,Male,19.0,2,15.0,0,91.0,50.0,1,1,D,No,Fail
12952,28.0,95.0,Medium,No,Low,Yes,Male,25.0,2,3.0,1,81.0,43.0,0,2,D,No,Fail
12953,28.0,95.0,Medium,No,Low,Yes,Male,25.0,2,5.0,0,96.0,100.0,0,2,A,No,Pass
12954,28.0,95.0,Medium,No,Low,Yes,Male,25.0,3,15.0,1,62.0,48.0,1,2,D,No,Fail
12955,28.0,95.0,Medium,No,Low,Yes,Male,19.0,2,15.0,0,91.0,50.0,1,1,D,No,Fail
12956,11.0,76.0,Medium,Yes,Low,Yes,Female,28.0,1,6.0,1,55.0,92.0,1,1,A,Yes,Pass
12957,11.0,76.0,Medium,Yes,Low,Yes,Female,20.0,3,1.0,1,68.0,49.0,1,0,D,Yes,Fail
12958,11.0,76.0,Medium,Yes,Low,Yes,Female,21.0,2,13.0,0,81.0,55.0,1,1,C,Yes,Pass
12959,11.0,76.0,Medium,No,High,Yes,Female,28.0,1,6.0,1,55.0,92.0,1,1,A,No,Pass
12960,11.0,76.0,Medium,No,High,Yes,Female,20.0,3,1.0,1,68.0,49.0,1,0,D,No,Fail
12961,11.0,76.0,Medium,No,High,Yes,Female,21.0,2,13.0,0,81.0,55.0,1,1,C,No,Pass
12962,7.0,92.0,Medium,Yes,Medium,Yes,Female,19.0,3,0.0,1,76.0,66.0,1,2,C,Yes,Pass
12963,7.0,92.0,Medium,Yes,Medium,Yes,Female,19.0,1,11.0,1,57.0,87.0,1,2,A,Yes,Pass
12964,7.0,92.0,Medium,Yes,Medium,Yes,Female,29.0,3,1.0,1,78.0,94.0,1,0,A,Yes,Pass
12965,7.0,92.0,Medium,Yes,Medium,Yes,Female,23.0,1,19.0,1,56.0,54.0,1,1,D,Yes,Fail
12966,7.0,92.0,Medium,Yes,Medium,Yes,Female,25.0,3,10.0,0,78.0,67.0,1,0,C,Yes,Pass
12967,26.0,72.0,Low,No,Low,Yes,Female,20.0,2,0.0,0,65.0,98.0,1,2,A,No,Pass
12968,26.0,72.0,Low,No,Low,Yes,Female,25.0,0,3.0,1,87.0,74.0,0,2,B,No,Pass
12969,26.0,72.0,Low,No,Low,Yes,Female,19.0,3,19.0,0,68.0,47.0,1,0,D,No,Fail
12970,26.0,72.0,Low,No,Medium,Yes,Female,20.0,2,0.0,0,65.0,98.0,1,2,A,No,Pass
12971,26.0,72.0,Low,No,Medium,Yes,Female,25.0,0,3.0,1,87.0,74.0,0,2,B,No,Pass
12972,26.0,72.0,Low,No,Medium,Yes,Female,19.0,3,19.0,0,68.0,47.0,1,0,D,No,Fail
12973,39.0,90.0,High,No,High,Yes,Female,25.0,0,10.0,1,56.0,93.0,1,2,A,No,Pass
12974,39.0,90.0,High,No,High,Yes,Female,28.0,0,5.0,0,56.0,48.0,0,2,D,No,Fail
12975,34.0,72.0,High,Yes,Low,Yes,Male,18.0,2,18.0,0,63.0,56.0,1,2,C,Yes,Pass
12976,19.0,77.0,Medium,No,Low,Yes,Female,28.0,0,4.0,1,91.0,86.0,0,2,A,No,Pass
12977,19.0,77.0,Medium,No,Low,Yes,Female,18.0,2,3.0,0,57.0,47.0,1,2,D,No,Fail
12978,19.0,77.0,Medium,No,Low,Yes,Female,20.0,1,12.0,1,85.0,84.0,0,2,B,No,Pass
12979,19.0,77.0,Low,Yes,Medium,Yes,Female,28.0,0,4.0,1,91.0,86.0,0,2,A,Yes,Pass
12980,19.0,77.0,Low,Yes,Medium,Yes,Female,18.0,2,3.0,0,57.0,47.0,1,2,D,Yes,Fail
12981,19.0,77.0,Low,Yes,Medium,Yes,Female,20.0,1,12.0,1,85.0,84.0,0,2,B,Yes,Pass
12982,19.0,77.0,Low,Yes,Low,Yes,Female,28.0,0,4.0,1,91.0,86.0,0,2,A,Yes,Pass
12983,19.0,77.0,Low,Yes,Low,Yes,Female,18.0,2,3.0,0,57.0,47.0,1,2,D,Yes,Fail
12984,19.0,77.0,Low,Yes,Low,Yes,Female,20.0,1,12.0,1,85.0,84.0,0,2,B,Yes,Pass
12985,19.0,77.0,Medium,Yes,High,Yes,Female,28.0,0,4.0,1,91.0,86.0,0,2,A,Yes,Pass
12986,19.0,77.0,Medium,Yes,High,Yes,Female,18.0,2,3.0,0,57.0,47.0,1,2,D,Yes,Fail
12987,19.0,77.0,Medium,Yes,High,Yes,Female,20.0,1,12.0,1,85.0,84.0,0,2,B,Yes,Pass
12988,19.0,77.0,Low,No,Low,Yes,Female,28.0,0,4.0,1,91.0,86.0,0,2,A,No,Pass
12989,19.0,77.0,Low,No,Low,Yes,Female,18.0,2,3.0,0,57.0,47.0,1,2,D,No,Fail
12990,19.0,77.0,Low,No,Low,Yes,Female,20.0,1,12.0,1,85.0,84.0,0,2,B,No,Pass
12991,30.0,89.0,Medium,No,Medium,Yes,Male,22.0,1,11.0,1,99.0,62.0,1,1,C,No,Pass
12992,30.0,89.0,Medium,No,Medium,Yes,Male,24.0,2,6.0,1,84.0,90.0,1,1,A,No,Pass
12993,30.0,89.0,Medium,No,Medium,Yes,Male,25.0,0,16.0,1,74.0,70.0,0,2,B,No,Pass
12994,9.0,93.0,Low,Yes,Low,Yes,Female,19.0,0,12.0,0,50.0,52.0,0,2,D,Yes,Fail
12995,9.0,93.0,Low,Yes,Low,Yes,Female,28.0,3,12.0,1,98.0,85.0,0,1,A,Yes,Pass
12996,9.0,93.0,Low,Yes,Low,Yes,Female,19.0,0,15.0,1,75.0,42.0,0,2,D,Yes,Fail
12997,9.0,93.0,Low,Yes,Low,Yes,Female,24.0,0,10.0,1,54.0,48.0,0,2,D,Yes,Fail
12998,9.0,93.0,Low,Yes,Low,Yes,Female,26.0,2,18.0,0,53.0,72.0,1,0,B,Yes,Pass
12999,9.0,93.0,Low,Yes,Low,Yes,Female,22.0,0,8.0,1,96.0,56.0,1,2,C,Yes,Pass
13000,9.0,93.0,Low,Yes,Low,Yes,Female,18.0,1,0.0,1,94.0,88.0,0,1,A,Yes,Pass
13001,16.0,100.0,High,No,Medium,Yes,Female,27.0,1,19.0,1,87.0,59.0,0,0,C,No,Pass
13003,16.0,100.0,Medium,Yes,High,Yes,Female,27.0,1,19.0,1,87.0,59.0,0,0,C,Yes,Pass
13004,26.0,92.0,High,No,Medium,Yes,Male,19.0,3,1.0,1,88.0,68.0,0,2,C,No,Pass
13005,26.0,92.0,High,No,Medium,Yes,Male,25.0,0,12.0,1,53.0,76.0,1,1,B,No,Pass
13006,26.0,92.0,High,No,Medium,Yes,Male,18.0,3,16.0,1,93.0,74.0,1,2,B,No,Pass
13007,26.0,92.0,Medium,Yes,Medium,Yes,Male,19.0,3,1.0,1,88.0,68.0,0,2,C,Yes,Pass
13008,26.0,92.0,Medium,Yes,Medium,Yes,Male,25.0,0,12.0,1,53.0,76.0,1,1,B,Yes,Pass
13009,26.0,92.0,Medium,Yes,Medium,Yes,Male,18.0,3,16.0,1,93.0,74.0,1,2,B,Yes,Pass
13010,26.0,92.0,High,No,High,Yes,Male,19.0,3,1.0,1,88.0,68.0,0,2,C,No,Pass
13011,26.0,92.0,High,No,High,Yes,Male,25.0,0,12.0,1,53.0,76.0,1,1,B,No,Pass
13012,26.0,92.0,High,No,High,Yes,Male,18.0,3,16.0,1,93.0,74.0,1,2,B,No,Pass
13013,26.0,92.0,Medium,No,Medium,Yes,Male,19.0,3,1.0,1,88.0,68.0,0,2,C,No,Pass
13014,26.0,92.0,Medium,No,Medium,Yes,Male,25.0,0,12.0,1,53.0,76.0,1,1,B,No,Pass
13015,26.0,92.0,Medium,No,Medium,Yes,Male,18.0,3,16.0,1,93.0,74.0,1,2,B,No,Pass
13016,6.0,90.0,Medium,Yes,Medium,Yes,Male,27.0,2,19.0,1,99.0,67.0,1,0,C,Yes,Pass
13017,6.0,90.0,Medium,Yes,Medium,Yes,Male,25.0,3,4.0,1,77.0,94.0,1,1,A,Yes,Pass
13018,16.0,84.0,Low,No,Low,No,Male,20.0,2,13.0,1,99.0,65.0,1,0,C,No,Pass
13019,16.0,84.0,Low,No,Low,No,Male,18.0,0,2.0,1,54.0,75.0,0,1,B,No,Pass
13020,16.0,84.0,Medium,No,Low,Yes,Male,20.0,2,13.0,1,99.0,65.0,1,0,C,No,Pass
13021,16.0,84.0,Medium,No,Low,Yes,Male,18.0,0,2.0,1,54.0,75.0,0,1,B,No,Pass
13022,16.0,84.0,High,Yes,Medium,No,Male,20.0,2,13.0,1,99.0,65.0,1,0,C,Yes,Pass
13023,16.0,84.0,High,Yes,Medium,No,Male,18.0,0,2.0,1,54.0,75.0,0,1,B,Yes,Pass
13024,16.0,84.0,High,Yes,Medium,Yes,Male,20.0,2,13.0,1,99.0,65.0,1,0,C,Yes,Pass
13025,16.0,84.0,High,Yes,Medium,Yes,Male,18.0,0,2.0,1,54.0,75.0,0,1,B,Yes,Pass
13026,16.0,84.0,High,No,Low,Yes,Male,20.0,2,13.0,1,99.0,65.0,1,0,C,No,Pass
13027,16.0,84.0,High,No,Low,Yes,Male,18.0,0,2.0,1,54.0,75.0,0,1,B,No,Pass
13028,14.0,61.0,Medium,Yes,Medium,No,Male,26.0,2,2.0,1,59.0,92.0,1,1,A,Yes,Pass
13029,14.0,61.0,Medium,Yes,Medium,No,Male,29.0,0,13.0,1,54.0,81.0,1,2,B,Yes,Pass
13030,14.0,61.0,Medium,Yes,Medium,No,Male,18.0,3,2.0,0,86.0,96.0,1,2,A,Yes,Pass
13031,14.0,61.0,Medium,Yes,Medium,No,Male,19.0,3,11.0,1,74.0,78.0,0,2,B,Yes,Pass
13032,14.0,61.0,Medium,Yes,Low,Yes,Male,26.0,2,2.0,1,59.0,92.0,1,1,A,Yes,Pass
