ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours
Yes,18.0,96.0,84.0,1,1,55.0,Yes,C,Male,No,Auditory,Medium,10.0,Pass,Medium,2,32.0
Yes,19.0,76.0,71.0,1,0,40.0,Yes,D,Female,Yes,Visual,Low,1.0,Fail,High,1,13.0
Yes,27.0,81.0,71.0,0,1,68.0,Yes,C,Female,Yes,Kinesthetic,Low,7.0,Pass,High,1,13.0
Yes,19.0,76.0,71.0,1,0,40.0,Yes,D,Female,Yes,Visual,High,1.0,Fail,High,1,13.0
Yes,27.0,81.0,71.0,0,1,68.0,Yes,C,Female,Yes,Kinesthetic,High,7.0,Pass,High,1,13.0
No,18.0,99.0,84.0,1,1,40.0,No,D,Female,Yes,Visual,Medium,3.0,Fail,Medium,2,14.0
Yes,18.0,99.0,84.0,1,1,40.0,Yes,D,Female,Yes,Visual,High,3.0,Fail,High,2,14.0
No,18.0,99.0,84.0,1,1,40.0,No,D,Female,No,Visual,Medium,3.0,Fail,High,2,14.0
Yes,18.0,99.0,84.0,1,1,40.0,Yes,D,Female,Yes,Visual,High,3.0,Fail,Medium,2,14.0
No,29.0,80.0,61.0,0,0,81.0,No,B,Female,No,Reading/Writing,Low,4.0,Pass,Medium,1,14.0
No,21.0,57.0,61.0,1,1,86.0,No,A,Female,No,Auditory,Low,12.0,Pass,Medium,1,14.0
No,29.0,80.0,61.0,0,0,81.0,No,B,Female,Yes,Reading/Writing,Medium,4.0,Pass,High,1,14.0
No,21.0,57.0,61.0,1,1,86.0,No,A,Female,Yes,Auditory,Medium,12.0,Pass,High,1,14.0
Yes,29.0,80.0,61.0,0,0,81.0,Yes,B,Female,Yes,Reading/Writing,Medium,4.0,Pass,Low,1,14.0
Yes,21.0,57.0,61.0,1,1,86.0,Yes,A,Female,Yes,Auditory,Medium,12.0,Pass,Low,1,14.0
No,29.0,80.0,61.0,0,0,81.0,No,B,Female,Yes,Reading/Writing,High,4.0,Pass,Medium,1,14.0
No,21.0,57.0,61.0,1,1,86.0,No,A,Female,Yes,Auditory,High,12.0,Pass,Medium,1,14.0
No,28.0,91.0,90.0,1,1,52.0,No,D,Male,Yes,Auditory,Medium,7.0,Fail,High,2,17.0
No,21.0,75.0,90.0,1,1,92.0,No,A,Male,Yes,Visual,Medium,8.0,Pass,High,1,17.0
No,28.0,91.0,90.0,1,1,52.0,No,D,Male,Yes,Auditory,Low,7.0,Fail,Medium,2,17.0
No,21.0,75.0,90.0,1,1,92.0,No,A,Male,Yes,Visual,Low,8.0,Pass,Medium,1,17.0
No,28.0,91.0,90.0,1,1,52.0,No,D,Male,Yes,Auditory,Medium,7.0,Fail,Medium,2,17.0
No,21.0,75.0,90.0,1,1,92.0,No,A,Male,Yes,Visual,Medium,8.0,Pass,Medium,1,17.0
Yes,25.0,64.0,83.0,1,1,92.0,Yes,A,Female,Yes,Auditory,Medium,5.0,Pass,Medium,2,13.0
Yes,20.0,93.0,83.0,1,1,41.0,Yes,D,Female,Yes,Reading/Writing,Medium,8.0,Fail,Medium,2,13.0
Yes,19.0,66.0,83.0,1,0,51.0,Yes,D,Female,Yes,Auditory,Medium,11.0,Fail,Medium,2,13.0
No,25.0,64.0,83.0,1,1,92.0,No,A,Female,Yes,Auditory,High,5.0,Pass,Low,2,13.0
No,20.0,93.0,83.0,1,1,41.0,No,D,Female,Yes,Reading/Writing,High,8.0,Fail,Low,2,13.0
No,19.0,66.0,83.0,1,0,51.0,No,D,Female,Yes,Auditory,High,11.0,Fail,Low,2,13.0
No,25.0,64.0,83.0,1,1,92.0,No,A,Female,Yes,Auditory,Medium,5.0,Pass,Medium,2,13.0
No,20.0,93.0,83.0,1,1,41.0,No,D,Female,Yes,Reading/Writing,Medium,8.0,Fail,Medium,2,13.0
No,19.0,66.0,83.0,1,0,51.0,No,D,Female,Yes,Auditory,Medium,11.0,Fail,Medium,2,13.0
Yes,21.0,79.0,68.0,0,0,55.0,Yes,C,Male,Yes,Reading/Writing,Medium,20.0,Pass,Medium,2,19.0
Yes,25.0,63.0,68.0,1,0,91.0,Yes,A,Male,Yes,Visual,Medium,12.0,Pass,Medium,,19.0
Yes,21.0,79.0,68.0,0,0,55.0,Yes,C,Male,Yes,Reading/Writing,High,20.0,Pass,High,2,19.0
Yes,25.0,63.0,68.0,1,0,91.0,Yes,A,Male,Yes,Visual,High,12.0,Pass,High,,19.0
Yes,21.0,79.0,68.0,0,0,55.0,Yes,C,Male,Yes,Reading/Writing,Low,20.0,Pass,Low,2,19.0
Yes,25.0,63.0,68.0,1,0,91.0,Yes,A,Male,Yes,Visual,Low,12.0,Pass,Low,,19.0
Yes,18.0,56.0,77.0,1,0,87.0,Yes,A,Female,Yes,Kinesthetic,Medium,8.0,Pass,High,1,35.0
No,19.0,100.0,86.0,0,1,97.0,No,A,Female,Yes,Reading/Writing,High,4.0,Pass,Medium,2,9.0
No,28.0,60.0,86.0,0,0,70.0,No,B,Female,Yes,Auditory,High,18.0,Pass,Medium,1,9.0
No,29.0,65.0,86.0,1,0,44.0,No,D,Female,Yes,Auditory,High,16.0,Fail,Medium,2,9.0
No,19.0,100.0,86.0,0,1,97.0,No,A,Female,Yes,Reading/Writing,Medium,4.0,Pass,High,2,9.0
No,28.0,60.0,86.0,0,0,70.0,No,B,Female,Yes,Auditory,Medium,18.0,Pass,High,1,9.0
No,29.0,65.0,86.0,1,0,44.0,No,D,Female,Yes,Auditory,Medium,16.0,Fail,High,2,9.0
Yes,18.0,87.0,74.0,1,0,64.0,Yes,C,Male,Yes,Visual,Medium,7.0,Pass,Medium,2,15.0
Yes,18.0,93.0,74.0,0,1,61.0,Yes,C,Male,Yes,Auditory,Medium,14.0,Pass,Medium,1,15.0
No,18.0,87.0,74.0,1,0,64.0,No,C,Male,No,Visual,Low,7.0,Pass,High,2,15.0
No,18.0,93.0,74.0,0,1,61.0,No,C,Male,No,Auditory,Low,14.0,Pass,High,1,15.0
No,18.0,87.0,74.0,1,0,64.0,No,C,Male,Yes,Visual,Low,7.0,Pass,Low,2,15.0
No,18.0,93.0,74.0,0,1,61.0,No,C,Male,Yes,Auditory,Low,14.0,Pass,Low,1,15.0
No,18.0,87.0,74.0,1,0,64.0,No,C,Male,Yes,Visual,Medium,7.0,Pass,Low,2,15.0
No,18.0,93.0,74.0,0,1,61.0,No,C,Male,Yes,Auditory,Medium,14.0,Pass,Low,1,15.0
No,18.0,87.0,74.0,1,0,64.0,No,C,Male,Yes,Visual,Medium,7.0,Pass,High,2,15.0
No,18.0,93.0,74.0,0,1,61.0,No,C,Male,Yes,Auditory,Medium,14.0,Pass,High,1,15.0
Yes,18.0,87.0,74.0,1,0,64.0,Yes,C,Male,Yes,Visual,Low,7.0,Pass,Medium,2,15.0
Yes,18.0,93.0,74.0,0,1,61.0,Yes,C,Male,Yes,Auditory,Low,14.0,Pass,Medium,1,15.0
No,18.0,87.0,74.0,1,0,64.0,No,C,Male,Yes,Visual,Low,7.0,Pass,High,2,15.0
No,18.0,93.0,74.0,0,1,61.0,No,C,Male,Yes,Auditory,Low,14.0,Pass,High,1,15.0
Yes,18.0,69.0,95.0,1,1,93.0,Yes,A,Female,Yes,Auditory,Low,14.0,Pass,Medium,1,15.0
Yes,18.0,63.0,95.0,0,0,94.0,Yes,A,Female,Yes,Reading/Writing,Low,18.0,Pass,Medium,,15.0
Yes,22.0,90.0,95.0,1,0,61.0,Yes,C,Female,Yes,Visual,Low,17.0,Pass,Medium,1,15.0
No,18.0,69.0,95.0,1,1,93.0,No,A,Female,Yes,Auditory,High,14.0,Pass,Medium,1,15.0
No,18.0,63.0,95.0,0,0,94.0,No,A,Female,Yes,Reading/Writing,High,18.0,Pass,Medium,,15.0
No,22.0,90.0,95.0,1,0,61.0,No,C,Female,Yes,Visual,High,17.0,Pass,Medium,1,15.0
No,18.0,69.0,95.0,1,1,93.0,No,A,Female,Yes,Auditory,High,14.0,Pass,Low,1,15.0
No,18.0,63.0,95.0,0,0,94.0,No,A,Female,Yes,Reading/Writing,High,18.0,Pass,Low,,15.0
No,22.0,90.0,95.0,1,0,61.0,No,C,Female,Yes,Visual,High,17.0,Pass,Low,1,15.0
No,18.0,69.0,95.0,1,1,93.0,No,A,Female,Yes,Auditory,Medium,14.0,Pass,Low,1,15.0
No,18.0,63.0,95.0,0,0,94.0,No,A,Female,Yes,Reading/Writing,Medium,18.0,Pass,Low,,15.0
No,22.0,90.0,95.0,1,0,61.0,No,C,Female,Yes,Visual,Medium,17.0,Pass,Low,1,15.0
Yes,18.0,69.0,95.0,1,1,93.0,Yes,A,Female,Yes,Auditory,High,14.0,Pass,Medium,1,15.0
Yes,18.0,63.0,95.0,0,0,94.0,Yes,A,Female,Yes,Reading/Writing,High,18.0,Pass,Medium,,15.0
Yes,22.0,90.0,95.0,1,0,61.0,Yes,C,Female,Yes,Visual,High,17.0,Pass,Medium,1,15.0
Yes,23.0,63.0,81.0,0,1,47.0,Yes,D,Female,Yes,Visual,High,10.0,Fail,Medium,1,11.0
Yes,18.0,52.0,81.0,1,1,64.0,Yes,C,Female,Yes,Reading/Writing,High,16.0,Pass,Medium,2,11.0
Yes,29.0,74.0,81.0,1,1,78.0,Yes,B,Female,Yes,Visual,High,17.0,Pass,Medium,2,11.0
Yes,19.0,79.0,81.0,1,1,44.0,Yes,D,Female,Yes,Kinesthetic,High,10.0,Fail,Medium,1,11.0
Yes,21.0,94.0,81.0,0,1,52.0,Yes,D,Female,Yes,Reading/Writing,High,10.0,Fail,Medium,2,11.0
No,20.0,71.0,96.0,0,1,57.0,No,C,Female,Yes,Kinesthetic,Medium,2.0,Pass,Low,2,36.0
No,20.0,62.0,96.0,0,1,88.0,No,A,Female,Yes,Reading/Writing,Medium,13.0,Pass,Low,,36.0
No,19.0,57.0,66.0,1,1,55.0,No,C,Male,Yes,Reading/Writing,Medium,4.0,Pass,High,2,29.0
No,29.0,89.0,66.0,1,1,61.0,No,C,Male,Yes,Auditory,Medium,10.0,Pass,High,2,29.0
No,19.0,86.0,86.0,1,0,42.0,No,D,Female,Yes,Visual,Medium,18.0,Fail,Medium,2,22.0
No,24.0,82.0,86.0,0,0,66.0,No,C,Female,Yes,Auditory,Medium,12.0,Pass,Medium,2,22.0
No,19.0,86.0,86.0,1,0,42.0,No,D,Female,Yes,Visual,Medium,18.0,Fail,Low,2,22.0
No,24.0,82.0,86.0,0,0,66.0,No,C,Female,Yes,Auditory,Medium,12.0,Pass,Low,2,22.0
Yes,27.0,58.0,68.0,0,1,93.0,Yes,A,Male,Yes,Visual,Low,9.0,Pass,High,2,31.0
Yes,19.0,51.0,68.0,0,0,91.0,Yes,A,Male,Yes,Visual,Low,18.0,Pass,High,,31.0
Yes,21.0,91.0,68.0,1,0,93.0,Yes,A,Male,Yes,Reading/Writing,Low,16.0,Pass,High,2,31.0
Yes,19.0,55.0,68.0,0,0,99.0,Yes,A,Male,Yes,Kinesthetic,Low,20.0,Pass,High,2,31.0
Yes,22.0,73.0,98.0,1,1,72.0,Yes,B,Female,No,Auditory,Medium,18.0,Pass,Low,1,12.0
Yes,22.0,83.0,98.0,0,0,45.0,Yes,D,Female,No,Auditory,Medium,7.0,Fail,Low,,12.0
Yes,20.0,81.0,98.0,1,1,44.0,Yes,D,Female,No,Visual,Medium,11.0,Fail,Low,2,12.0
Yes,22.0,73.0,98.0,1,1,72.0,Yes,B,Female,Yes,Auditory,Medium,18.0,Pass,High,1,12.0
Yes,22.0,83.0,98.0,0,0,45.0,Yes,D,Female,Yes,Auditory,Medium,7.0,Fail,High,,12.0
Yes,20.0,81.0,98.0,1,1,44.0,Yes,D,Female,Yes,Visual,Medium,11.0,Fail,High,2,12.0
No,22.0,73.0,98.0,1,1,72.0,No,B,Female,Yes,Auditory,Medium,18.0,Pass,High,1,12.0
No,22.0,83.0,98.0,0,0,45.0,No,D,Female,Yes,Auditory,Medium,7.0,Fail,High,,12.0
No,20.0,81.0,98.0,1,1,44.0,No,D,Female,Yes,Visual,Medium,11.0,Fail,High,2,12.0
No,22.0,73.0,98.0,1,1,72.0,No,B,Female,Yes,Auditory,Medium,18.0,Pass,Medium,1,12.0
No,22.0,83.0,98.0,0,0,45.0,No,D,Female,Yes,Auditory,Medium,7.0,Fail,Medium,,12.0
No,20.0,81.0,98.0,1,1,44.0,No,D,Female,Yes,Visual,Medium,11.0,Fail,Medium,2,12.0
No,22.0,73.0,98.0,1,1,72.0,No,B,Female,Yes,Auditory,Low,18.0,Pass,Medium,1,12.0
No,22.0,83.0,98.0,0,0,45.0,No,D,Female,Yes,Auditory,Low,7.0,Fail,Medium,,12.0
No,20.0,81.0,98.0,1,1,44.0,No,D,Female,Yes,Visual,Low,11.0,Fail,Medium,2,12.0
Yes,22.0,73.0,98.0,1,1,72.0,Yes,B,Female,Yes,Auditory,Medium,18.0,Pass,Low,1,12.0
Yes,22.0,83.0,98.0,0,0,45.0,Yes,D,Female,Yes,Auditory,Medium,7.0,Fail,Low,,12.0
Yes,20.0,81.0,98.0,1,1,44.0,Yes,D,Female,Yes,Visual,Medium,11.0,Fail,Low,2,12.0
Yes,25.0,54.0,84.0,1,1,81.0,Yes,B,Male,Yes,Visual,Low,2.0,Pass,Low,2,17.0
Yes,19.0,96.0,84.0,1,0,60.0,Yes,C,Male,Yes,Auditory,Low,17.0,Pass,Low,,17.0
No,25.0,54.0,84.0,1,1,81.0,No,B,Male,Yes,Visual,High,2.0,Pass,High,2,17.0
No,19.0,96.0,84.0,1,0,60.0,No,C,Male,Yes,Auditory,High,17.0,Pass,High,,17.0
Yes,25.0,54.0,84.0,1,1,81.0,Yes,B,Male,Yes,Visual,Medium,2.0,Pass,High,2,17.0
Yes,19.0,96.0,84.0,1,0,60.0,Yes,C,Male,Yes,Auditory,Medium,17.0,Pass,High,,17.0
No,25.0,54.0,84.0,1,1,81.0,No,B,Male,Yes,Visual,Medium,2.0,Pass,High,2,17.0
No,19.0,96.0,84.0,1,0,60.0,No,C,Male,Yes,Auditory,Medium,17.0,Pass,High,,17.0
Yes,23.0,62.0,69.0,1,1,59.0,Yes,C,Male,Yes,Visual,High,6.0,Pass,High,1,7.0
Yes,18.0,98.0,69.0,0,1,84.0,Yes,B,Male,Yes,Reading/Writing,High,14.0,Pass,High,2,7.0
No,29.0,80.0,86.0,0,0,41.0,No,D,Male,Yes,Reading/Writing,Medium,2.0,Fail,Medium,,9.0
No,26.0,50.0,86.0,1,1,96.0,No,A,Male,Yes,Visual,Medium,14.0,Pass,Medium,1,9.0
Yes,20.0,95.0,88.0,1,0,57.0,Yes,C,Male,Yes,Visual,Low,1.0,Pass,High,2,7.0
Yes,28.0,97.0,88.0,0,0,69.0,Yes,C,Male,Yes,Kinesthetic,Low,12.0,Pass,High,2,7.0
Yes,29.0,57.0,88.0,0,1,51.0,Yes,D,Male,Yes,Visual,Low,6.0,Fail,High,2,7.0
Yes,21.0,51.0,98.0,1,1,64.0,Yes,C,Female,Yes,Auditory,High,16.0,Pass,Low,1,24.0
Yes,26.0,50.0,98.0,1,0,94.0,Yes,A,Female,Yes,Visual,High,18.0,Pass,Low,2,24.0
Yes,29.0,99.0,98.0,1,1,71.0,Yes,B,Female,Yes,Auditory,High,3.0,Pass,Low,2,24.0
Yes,19.0,53.0,98.0,1,1,42.0,Yes,D,Female,Yes,Kinesthetic,High,5.0,Fail,Low,,24.0
Yes,19.0,72.0,98.0,1,0,66.0,Yes,C,Female,Yes,Auditory,High,2.0,Pass,Low,2,24.0
No,21.0,51.0,98.0,1,1,64.0,No,C,Female,Yes,Auditory,Medium,16.0,Pass,High,1,24.0
No,26.0,50.0,98.0,1,0,94.0,No,A,Female,Yes,Visual,Medium,18.0,Pass,High,2,24.0
No,29.0,99.0,98.0,1,1,71.0,No,B,Female,Yes,Auditory,Medium,3.0,Pass,High,2,24.0
No,19.0,53.0,98.0,1,1,42.0,No,D,Female,Yes,Kinesthetic,Medium,5.0,Fail,High,,24.0
No,19.0,72.0,98.0,1,0,66.0,No,C,Female,Yes,Auditory,Medium,2.0,Pass,High,2,24.0
Yes,21.0,51.0,98.0,1,1,64.0,Yes,C,Female,Yes,Auditory,Medium,16.0,Pass,Medium,1,24.0
Yes,26.0,50.0,98.0,1,0,94.0,Yes,A,Female,Yes,Visual,Medium,18.0,Pass,Medium,2,24.0
Yes,29.0,99.0,98.0,1,1,71.0,Yes,B,Female,Yes,Auditory,Medium,3.0,Pass,Medium,2,24.0
Yes,19.0,53.0,98.0,1,1,42.0,Yes,D,Female,Yes,Kinesthetic,Medium,5.0,Fail,Medium,,24.0
Yes,19.0,72.0,98.0,1,0,66.0,Yes,C,Female,Yes,Auditory,Medium,2.0,Pass,Medium,2,24.0
Yes,24.0,78.0,74.0,1,1,41.0,Yes,D,Male,No,Kinesthetic,Medium,11.0,Fail,Medium,1,29.0
Yes,24.0,78.0,74.0,1,1,41.0,Yes,D,Male,Yes,Kinesthetic,High,11.0,Fail,High,1,29.0
No,24.0,78.0,74.0,1,1,41.0,No,D,Male,Yes,Kinesthetic,Medium,11.0,Fail,Low,1,29.0
Yes,20.0,65.0,87.0,1,1,85.0,Yes,A,Female,Yes,Kinesthetic,High,0.0,Pass,Medium,1,28.0
No,20.0,65.0,87.0,1,1,85.0,No,A,Female,Yes,Kinesthetic,Medium,0.0,Pass,Medium,1,28.0
Yes,29.0,58.0,78.0,1,1,51.0,Yes,D,Male,Yes,Visual,Medium,5.0,Fail,High,2,30.0
No,18.0,77.0,93.0,0,0,83.0,No,B,Male,Yes,Auditory,Low,2.0,Pass,Medium,2,14.0
No,28.0,57.0,93.0,0,0,79.0,No,B,Male,Yes,Kinesthetic,Low,9.0,Pass,Medium,1,14.0
Yes,18.0,77.0,93.0,0,0,83.0,Yes,B,Male,Yes,Auditory,Low,2.0,Pass,Low,2,14.0
Yes,28.0,57.0,93.0,0,0,79.0,Yes,B,Male,Yes,Kinesthetic,Low,9.0,Pass,Low,1,14.0
Yes,22.0,97.0,71.0,0,0,79.0,Yes,B,Male,Yes,Visual,Medium,12.0,Pass,High,1,31.0
Yes,26.0,79.0,71.0,0,1,97.0,Yes,A,Male,Yes,Reading/Writing,Medium,18.0,Pass,High,,31.0
Yes,19.0,87.0,60.0,1,1,88.0,Yes,A,Male,Yes,Visual,High,13.0,Pass,High,2,19.0
Yes,22.0,50.0,60.0,1,0,87.0,Yes,A,Male,Yes,Reading/Writing,High,18.0,Pass,High,,19.0
No,19.0,87.0,60.0,1,1,88.0,No,A,Male,Yes,Visual,High,13.0,Pass,Medium,2,19.0
No,22.0,50.0,60.0,1,0,87.0,No,A,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,,19.0
Yes,18.0,86.0,77.0,1,1,91.0,Yes,A,Female,Yes,Auditory,Medium,6.0,Pass,Medium,,15.0
Yes,27.0,91.0,77.0,0,0,72.0,Yes,B,Female,Yes,Visual,Medium,19.0,Pass,Medium,2,15.0
Yes,18.0,98.0,84.0,1,0,99.0,Yes,A,Male,Yes,Reading/Writing,Medium,8.0,Pass,Low,,18.0
Yes,29.0,68.0,84.0,0,1,66.0,Yes,C,Male,Yes,Reading/Writing,Medium,16.0,Pass,Low,1,18.0
Yes,20.0,81.0,84.0,1,0,100.0,Yes,A,Male,Yes,Visual,Medium,1.0,Pass,Low,2,18.0
No,18.0,98.0,84.0,1,0,99.0,No,A,Male,Yes,Reading/Writing,Medium,8.0,Pass,Low,,18.0
No,29.0,68.0,84.0,0,1,66.0,No,C,Male,Yes,Reading/Writing,Medium,16.0,Pass,Low,1,18.0
No,20.0,81.0,84.0,1,0,100.0,No,A,Male,Yes,Visual,Medium,1.0,Pass,Low,2,18.0
No,18.0,98.0,84.0,1,0,99.0,No,A,Male,Yes,Reading/Writing,Medium,8.0,Pass,High,,18.0
No,29.0,68.0,84.0,0,1,66.0,No,C,Male,Yes,Reading/Writing,Medium,16.0,Pass,High,1,18.0
No,20.0,81.0,84.0,1,0,100.0,No,A,Male,Yes,Visual,Medium,1.0,Pass,High,2,18.0
Yes,18.0,98.0,84.0,1,0,99.0,Yes,A,Male,Yes,Reading/Writing,Low,8.0,Pass,High,,18.0
Yes,29.0,68.0,84.0,0,1,66.0,Yes,C,Male,Yes,Reading/Writing,Low,16.0,Pass,High,1,18.0
Yes,20.0,81.0,84.0,1,0,100.0,Yes,A,Male,Yes,Visual,Low,1.0,Pass,High,2,18.0
Yes,28.0,51.0,70.0,1,0,81.0,Yes,B,Female,Yes,Reading/Writing,Medium,12.0,Pass,Medium,2,12.0
Yes,20.0,57.0,70.0,1,1,90.0,Yes,A,Female,Yes,Kinesthetic,Medium,18.0,Pass,Medium,2,12.0
No,28.0,51.0,70.0,1,0,81.0,No,B,Female,Yes,Reading/Writing,High,12.0,Pass,Medium,2,12.0
No,20.0,57.0,70.0,1,1,90.0,No,A,Female,Yes,Kinesthetic,High,18.0,Pass,Medium,2,12.0
Yes,21.0,90.0,88.0,1,1,49.0,Yes,D,Male,Yes,Auditory,Medium,7.0,Fail,Medium,2,29.0
Yes,28.0,86.0,61.0,1,1,67.0,Yes,C,Female,Yes,Visual,Low,5.0,Pass,Medium,2,13.0
Yes,29.0,69.0,61.0,1,0,98.0,Yes,A,Female,Yes,Kinesthetic,Low,16.0,Pass,Medium,1,13.0
Yes,20.0,58.0,61.0,1,1,57.0,Yes,C,Female,Yes,Kinesthetic,Low,15.0,Pass,Medium,2,13.0
No,28.0,86.0,61.0,1,1,67.0,No,C,Female,Yes,Visual,Low,5.0,Pass,Low,2,13.0
No,29.0,69.0,61.0,1,0,98.0,No,A,Female,Yes,Kinesthetic,Low,16.0,Pass,Low,1,13.0
No,20.0,58.0,61.0,1,1,57.0,No,C,Female,Yes,Kinesthetic,Low,15.0,Pass,Low,2,13.0
No,19.0,51.0,65.0,0,1,79.0,No,B,Male,Yes,Auditory,Medium,11.0,Pass,Medium,,15.0
No,28.0,80.0,65.0,0,1,96.0,No,A,Male,Yes,Kinesthetic,Medium,9.0,Pass,Medium,2,15.0
No,26.0,60.0,65.0,0,1,47.0,No,D,Male,Yes,Visual,Medium,18.0,Fail,Medium,2,15.0
Yes,19.0,51.0,65.0,0,1,79.0,Yes,B,Male,Yes,Auditory,Low,11.0,Pass,High,,15.0
Yes,28.0,80.0,65.0,0,1,96.0,Yes,A,Male,Yes,Kinesthetic,Low,9.0,Pass,High,2,15.0
Yes,26.0,60.0,65.0,0,1,47.0,Yes,D,Male,Yes,Visual,Low,18.0,Fail,High,2,15.0
Yes,25.0,64.0,92.0,1,0,86.0,Yes,A,Male,Yes,Kinesthetic,High,12.0,Pass,High,,14.0
Yes,20.0,92.0,92.0,1,1,64.0,Yes,C,Male,Yes,Auditory,High,2.0,Pass,High,2,14.0
Yes,25.0,64.0,92.0,1,0,86.0,Yes,A,Male,Yes,Kinesthetic,High,12.0,Pass,Medium,,14.0
Yes,20.0,92.0,92.0,1,1,64.0,Yes,C,Male,Yes,Auditory,High,2.0,Pass,Medium,2,14.0
Yes,23.0,63.0,74.0,0,0,81.0,Yes,B,Female,Yes,Auditory,Low,7.0,Pass,High,2,12.0
No,23.0,63.0,74.0,0,0,81.0,No,B,Female,Yes,Auditory,Medium,7.0,Pass,Medium,2,12.0
No,22.0,57.0,90.0,1,1,52.0,No,D,Male,Yes,Kinesthetic,Medium,2.0,Fail,Low,2,16.0
No,23.0,79.0,90.0,0,1,62.0,No,C,Male,Yes,Reading/Writing,Medium,11.0,Pass,Low,2,16.0
No,22.0,57.0,90.0,1,1,52.0,No,D,Male,Yes,Kinesthetic,Medium,2.0,Fail,Medium,2,16.0
No,23.0,79.0,90.0,0,1,62.0,No,C,Male,Yes,Reading/Writing,Medium,11.0,Pass,Medium,2,16.0
Yes,22.0,57.0,90.0,1,1,52.0,Yes,D,Male,Yes,Kinesthetic,Low,2.0,Fail,High,2,16.0
Yes,23.0,79.0,90.0,0,1,62.0,Yes,C,Male,Yes,Reading/Writing,Low,11.0,Pass,High,2,16.0
No,25.0,61.0,94.0,0,1,51.0,No,D,Male,Yes,Visual,Low,9.0,Fail,High,2,22.0
No,20.0,87.0,94.0,1,0,94.0,No,A,Male,Yes,Kinesthetic,Low,16.0,Pass,High,1,22.0
No,25.0,62.0,94.0,1,0,50.0,No,D,Male,Yes,Visual,Low,20.0,Fail,High,2,22.0
Yes,25.0,61.0,94.0,0,1,51.0,Yes,D,Male,Yes,Visual,Low,9.0,Fail,Medium,2,22.0
Yes,20.0,87.0,94.0,1,0,94.0,Yes,A,Male,Yes,Kinesthetic,Low,16.0,Pass,Medium,1,22.0
Yes,25.0,62.0,94.0,1,0,50.0,Yes,D,Male,Yes,Visual,Low,20.0,Fail,Medium,2,22.0
Yes,25.0,61.0,94.0,0,1,51.0,Yes,D,Male,Yes,Visual,Medium,9.0,Fail,High,2,22.0
Yes,20.0,87.0,94.0,1,0,94.0,Yes,A,Male,Yes,Kinesthetic,Medium,16.0,Pass,High,1,22.0
Yes,25.0,62.0,94.0,1,0,50.0,Yes,D,Male,Yes,Visual,Medium,20.0,Fail,High,2,22.0
Yes,19.0,50.0,75.0,1,1,97.0,Yes,A,Male,Yes,Reading/Writing,Low,15.0,Pass,Medium,2,18.0
Yes,19.0,76.0,75.0,1,0,96.0,Yes,A,Male,Yes,Reading/Writing,Low,10.0,Pass,Medium,,18.0
Yes,19.0,50.0,75.0,1,1,97.0,Yes,A,Male,Yes,Reading/Writing,High,15.0,Pass,Medium,2,18.0
Yes,19.0,76.0,75.0,1,0,96.0,Yes,A,Male,Yes,Reading/Writing,High,10.0,Pass,Medium,,18.0
Yes,19.0,50.0,75.0,1,1,97.0,Yes,A,Male,Yes,Reading/Writing,Medium,15.0,Pass,Low,2,18.0
Yes,19.0,76.0,75.0,1,0,96.0,Yes,A,Male,Yes,Reading/Writing,Medium,10.0,Pass,Low,,18.0
Yes,20.0,53.0,71.0,0,0,75.0,Yes,B,Female,Yes,Auditory,Medium,5.0,Pass,Medium,2,11.0
Yes,18.0,96.0,71.0,0,1,67.0,Yes,C,Female,Yes,Visual,Medium,7.0,Pass,Medium,2,11.0
Yes,21.0,86.0,71.0,1,1,42.0,Yes,D,Female,Yes,Reading/Writing,Medium,16.0,Fail,Medium,,11.0
Yes,28.0,60.0,71.0,1,0,86.0,Yes,A,Female,Yes,Reading/Writing,Medium,3.0,Pass,Medium,2,11.0
Yes,23.0,50.0,100.0,1,0,53.0,Yes,D,Female,Yes,Reading/Writing,High,10.0,Fail,Low,,14.0
Yes,20.0,52.0,100.0,1,1,73.0,Yes,B,Female,Yes,Reading/Writing,High,11.0,Pass,Low,1,14.0
Yes,29.0,76.0,100.0,1,1,56.0,Yes,C,Female,Yes,Visual,High,1.0,Pass,Low,,14.0
Yes,22.0,80.0,100.0,1,0,94.0,Yes,A,Female,Yes,Auditory,High,3.0,Pass,Low,1,14.0
No,23.0,50.0,100.0,1,0,53.0,No,D,Female,Yes,Reading/Writing,Low,10.0,Fail,Low,,14.0
No,20.0,52.0,100.0,1,1,73.0,No,B,Female,Yes,Reading/Writing,Low,11.0,Pass,Low,1,14.0
No,29.0,76.0,100.0,1,1,56.0,No,C,Female,Yes,Visual,Low,1.0,Pass,Low,,14.0
No,22.0,80.0,100.0,1,0,94.0,No,A,Female,Yes,Auditory,Low,3.0,Pass,Low,1,14.0
Yes,23.0,50.0,100.0,1,0,53.0,Yes,D,Female,Yes,Reading/Writing,Medium,10.0,Fail,Medium,,14.0
Yes,20.0,52.0,100.0,1,1,73.0,Yes,B,Female,Yes,Reading/Writing,Medium,11.0,Pass,Medium,1,14.0
