ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours,Cluster
No,27.0,67.0,78.0,1,1,68.0,No,C,Female,Yes,<Na>,High,17.0,Pass,Low,2,23.0,1
Yes,22.0,94.0,70.0,1,1,90.0,Yes,A,Female,Yes,3,Low,15.0,Pass,Low,1,11.0,2
Yes,22.0,94.0,70.0,1,1,90.0,Yes,A,Female,Yes,3,Low,15.0,Pass,High,1,11.0,2
No,22.0,94.0,70.0,1,1,90.0,No,A,Female,Yes,3,Medium,15.0,Pass,Medium,1,11.0,2
No,23.0,52.0,63.0,1,<Na>,72.0,No,B,Female,Yes,2,Low,15.0,Pass,Medium,1,14.0,1
No,23.0,52.0,63.0,1,<Na>,72.0,No,B,Female,Yes,2,Medium,15.0,Pass,High,1,14.0,1
Yes,23.0,52.0,63.0,1,<Na>,72.0,Yes,B,Female,Yes,2,Medium,15.0,Pass,Low,1,14.0,1
No,25.0,75.0,68.0,<Na>,<Na>,88.0,No,A,Male,Yes,3,High,6.0,Pass,High,2,22.0,1
Yes,25.0,75.0,68.0,<Na>,<Na>,88.0,Yes,A,Male,Yes,3,Medium,6.0,Pass,Low,2,22.0,1
Yes,25.0,75.0,68.0,<Na>,<Na>,88.0,Yes,A,Male,No,3,Medium,6.0,Pass,High,2,22.0,1
No,25.0,75.0,68.0,<Na>,<Na>,88.0,No,A,Male,Yes,3,Medium,6.0,Pass,High,2,22.0,1
No,26.0,84.0,99.0,1,<Na>,55.0,No,C,Male,Yes,3,Low,8.0,Pass,Medium,1,24.0,0
No,18.0,53.0,99.0,<Na>,1,56.0,No,C,Male,Yes,<Na>,Low,20.0,Pass,Medium,<Na>,24.0,3
Yes,26.0,84.0,99.0,1,<Na>,55.0,Yes,C,Male,Yes,3,Medium,8.0,Pass,Medium,1,24.0,0
Yes,18.0,53.0,99.0,<Na>,1,56.0,Yes,C,Male,Yes,<Na>,Medium,20.0,Pass,Medium,<Na>,24.0,3
Yes,26.0,84.0,99.0,1,<Na>,55.0,Yes,C,Male,Yes,3,Low,8.0,Pass,Low,1,24.0,0
Yes,18.0,53.0,99.0,<Na>,1,56.0,Yes,C,Male,Yes,<Na>,Low,20.0,Pass,Low,<Na>,24.0,3
No,26.0,84.0,99.0,1,<Na>,55.0,No,C,Male,Yes,3,High,8.0,Pass,Medium,1,24.0,0
No,18.0,53.0,99.0,<Na>,1,56.0,No,C,Male,Yes,<Na>,High,20.0,Pass,Medium,<Na>,24.0,3
No,18.0,56.0,89.0,<Na>,1,61.0,No,C,Male,Yes,3,Low,8.0,Pass,High,<Na>,23.0,3
No,24.0,89.0,89.0,<Na>,1,100.0,No,A,Male,Yes,<Na>,Low,20.0,Pass,High,1,23.0,2
No,27.0,75.0,89.0,1,1,46.0,No,D,Male,Yes,1,Low,7.0,Fail,High,1,23.0,0
No,25.0,76.0,89.0,1,<Na>,54.0,No,D,Male,Yes,<Na>,Low,2.0,Fail,High,<Na>,23.0,0
No,18.0,56.0,89.0,<Na>,1,61.0,No,C,Male,Yes,3,Medium,8.0,Pass,High,<Na>,23.0,3
No,24.0,89.0,89.0,<Na>,1,100.0,No,A,Male,Yes,<Na>,Medium,20.0,Pass,High,1,23.0,2
No,27.0,75.0,89.0,1,1,46.0,No,D,Male,Yes,1,Medium,7.0,Fail,High,1,23.0,0
No,25.0,76.0,89.0,1,<Na>,54.0,No,D,Male,Yes,<Na>,Medium,2.0,Fail,High,<Na>,23.0,0
No,18.0,56.0,89.0,<Na>,1,61.0,No,C,Male,Yes,3,Low,8.0,Pass,Medium,<Na>,23.0,3
No,24.0,89.0,89.0,<Na>,1,100.0,No,A,Male,Yes,<Na>,Low,20.0,Pass,Medium,1,23.0,2
No,27.0,75.0,89.0,1,1,46.0,No,D,Male,Yes,1,Low,7.0,Fail,Medium,1,23.0,0
No,25.0,76.0,89.0,1,<Na>,54.0,No,D,Male,Yes,<Na>,Low,2.0,Fail,Medium,<Na>,23.0,0
Yes,18.0,56.0,89.0,<Na>,1,61.0,Yes,C,Male,Yes,3,Low,8.0,Pass,High,<Na>,23.0,3
Yes,24.0,89.0,89.0,<Na>,1,100.0,Yes,A,Male,Yes,<Na>,Low,20.0,Pass,High,1,23.0,2
Yes,27.0,75.0,89.0,1,1,46.0,Yes,D,Male,Yes,1,Low,7.0,Fail,High,1,23.0,0
Yes,25.0,76.0,89.0,1,<Na>,54.0,Yes,D,Male,Yes,<Na>,Low,2.0,Fail,High,<Na>,23.0,0
Yes,18.0,56.0,89.0,<Na>,1,61.0,Yes,C,Male,Yes,3,Medium,8.0,Pass,High,<Na>,23.0,3
Yes,24.0,89.0,89.0,<Na>,1,100.0,Yes,A,Male,Yes,<Na>,Medium,20.0,Pass,High,1,23.0,2
Yes,27.0,75.0,89.0,1,1,46.0,Yes,D,Male,Yes,1,Medium,7.0,Fail,High,1,23.0,0
Yes,25.0,76.0,89.0,1,<Na>,54.0,Yes,D,Male,Yes,<Na>,Medium,2.0,Fail,High,<Na>,23.0,0
No,18.0,56.0,89.0,<Na>,1,61.0,No,C,Male,Yes,3,High,8.0,Pass,Medium,<Na>,23.0,3
No,24.0,89.0,89.0,<Na>,1,100.0,No,A,Male,Yes,<Na>,High,20.0,Pass,Medium,1,23.0,2
No,27.0,75.0,89.0,1,1,46.0,No,D,Male,Yes,1,High,7.0,Fail,Medium,1,23.0,0
No,25.0,76.0,89.0,1,<Na>,54.0,No,D,Male,Yes,<Na>,High,2.0,Fail,Medium,<Na>,23.0,0
No,18.0,56.0,89.0,<Na>,1,61.0,No,C,Male,Yes,3,Medium,8.0,Pass,Low,<Na>,23.0,3
No,24.0,89.0,89.0,<Na>,1,100.0,No,A,Male,Yes,<Na>,Medium,20.0,Pass,Low,1,23.0,2
No,27.0,75.0,89.0,1,1,46.0,No,D,Male,Yes,1,Medium,7.0,Fail,Low,1,23.0,0
No,25.0,76.0,89.0,1,<Na>,54.0,No,D,Male,Yes,<Na>,Medium,2.0,Fail,Low,<Na>,23.0,0
No,18.0,81.0,75.0,1,1,63.0,No,C,Male,Yes,3,High,17.0,Pass,High,<Na>,25.0,3
No,19.0,68.0,75.0,<Na>,1,90.0,No,A,Male,Yes,3,High,11.0,Pass,High,1,25.0,2
No,21.0,67.0,75.0,1,1,76.0,No,B,Male,Yes,3,High,7.0,Pass,High,2,25.0,3
No,21.0,85.0,75.0,<Na>,1,79.0,No,B,Male,Yes,1,High,13.0,Pass,High,2,25.0,2
No,26.0,66.0,75.0,1,1,97.0,No,A,Male,Yes,<Na>,High,11.0,Pass,High,1,25.0,1
Yes,18.0,81.0,75.0,1,1,63.0,Yes,C,Male,Yes,3,Low,17.0,Pass,Medium,<Na>,25.0,3
Yes,19.0,68.0,75.0,<Na>,1,90.0,Yes,A,Male,Yes,3,Low,11.0,Pass,Medium,1,25.0,2
Yes,21.0,67.0,75.0,1,1,76.0,Yes,B,Male,Yes,3,Low,7.0,Pass,Medium,2,25.0,3
Yes,21.0,85.0,75.0,<Na>,1,79.0,Yes,B,Male,Yes,1,Low,13.0,Pass,Medium,2,25.0,2
Yes,26.0,66.0,75.0,1,1,97.0,Yes,A,Male,Yes,<Na>,Low,11.0,Pass,Medium,1,25.0,1
Yes,18.0,81.0,75.0,1,1,63.0,Yes,C,Male,Yes,3,High,17.0,Pass,High,<Na>,25.0,3
Yes,19.0,68.0,75.0,<Na>,1,90.0,Yes,A,Male,Yes,3,High,11.0,Pass,High,1,25.0,2
Yes,21.0,67.0,75.0,1,1,76.0,Yes,B,Male,Yes,3,High,7.0,Pass,High,2,25.0,3
Yes,21.0,85.0,75.0,<Na>,1,79.0,Yes,B,Male,Yes,1,High,13.0,Pass,High,2,25.0,2
Yes,26.0,66.0,75.0,1,1,97.0,Yes,A,Male,Yes,<Na>,High,11.0,Pass,High,1,25.0,1
Yes,18.0,81.0,75.0,1,1,63.0,Yes,C,Male,Yes,3,Medium,17.0,Pass,Low,<Na>,25.0,3
Yes,19.0,68.0,75.0,<Na>,1,90.0,Yes,A,Male,Yes,3,Medium,11.0,Pass,Low,1,25.0,2
Yes,21.0,67.0,75.0,1,1,76.0,Yes,B,Male,Yes,3,Medium,7.0,Pass,Low,2,25.0,3
Yes,21.0,85.0,75.0,<Na>,1,79.0,Yes,B,Male,Yes,1,Medium,13.0,Pass,Low,2,25.0,2
Yes,26.0,66.0,75.0,1,1,97.0,Yes,A,Male,Yes,<Na>,Medium,11.0,Pass,Low,1,25.0,1
Yes,18.0,81.0,75.0,1,1,63.0,Yes,C,Male,Yes,3,High,17.0,Pass,Low,<Na>,25.0,3
Yes,19.0,68.0,75.0,<Na>,1,90.0,Yes,A,Male,Yes,3,High,11.0,Pass,Low,1,25.0,2
Yes,21.0,67.0,75.0,1,1,76.0,Yes,B,Male,Yes,3,High,7.0,Pass,Low,2,25.0,3
Yes,21.0,85.0,75.0,<Na>,1,79.0,Yes,B,Male,Yes,1,High,13.0,Pass,Low,2,25.0,2
Yes,26.0,66.0,75.0,1,1,97.0,Yes,A,Male,Yes,<Na>,High,11.0,Pass,Low,1,25.0,1
Yes,18.0,81.0,75.0,1,1,63.0,Yes,C,Male,Yes,3,Low,17.0,Pass,High,<Na>,25.0,3
Yes,19.0,68.0,75.0,<Na>,1,90.0,Yes,A,Male,Yes,3,Low,11.0,Pass,High,1,25.0,2
Yes,21.0,67.0,75.0,1,1,76.0,Yes,B,Male,Yes,3,Low,7.0,Pass,High,2,25.0,3
Yes,21.0,85.0,75.0,<Na>,1,79.0,Yes,B,Male,Yes,1,Low,13.0,Pass,High,2,25.0,2
Yes,26.0,66.0,75.0,1,1,97.0,Yes,A,Male,Yes,<Na>,Low,11.0,Pass,High,1,25.0,1
Yes,24.0,83.0,78.0,1,<Na>,62.0,Yes,C,Male,Yes,<Na>,Low,16.0,Pass,High,<Na>,31.0,0
Yes,21.0,50.0,78.0,1,<Na>,92.0,Yes,A,Male,Yes,<Na>,Low,15.0,Pass,High,2,31.0,1
Yes,21.0,100.0,78.0,1,1,85.0,Yes,A,Male,Yes,<Na>,Low,4.0,Pass,High,<Na>,31.0,2
Yes,19.0,97.0,78.0,1,1,84.0,Yes,B,Male,Yes,3,Low,17.0,Pass,High,2,31.0,2
Yes,20.0,74.0,78.0,1,1,90.0,Yes,A,Male,Yes,3,Low,6.0,Pass,High,1,31.0,2
Yes,18.0,92.0,78.0,<Na>,<Na>,57.0,Yes,C,Male,Yes,2,Low,6.0,Pass,High,<Na>,31.0,2
Yes,29.0,60.0,64.0,1,<Na>,92.0,Yes,A,Female,Yes,3,Medium,6.0,Pass,Medium,1,24.0,1
Yes,22.0,96.0,64.0,1,1,85.0,Yes,A,Female,Yes,<Na>,Medium,4.0,Pass,Medium,1,24.0,2
Yes,21.0,92.0,64.0,<Na>,1,97.0,Yes,A,Female,Yes,2,Medium,18.0,Pass,Medium,2,24.0,2
Yes,21.0,84.0,64.0,1,<Na>,42.0,Yes,D,Female,Yes,<Na>,Medium,11.0,Fail,Medium,2,24.0,0
Yes,23.0,55.0,85.0,1,1,63.0,Yes,C,Male,Yes,<Na>,Medium,12.0,Pass,Low,<Na>,25.0,3
Yes,28.0,71.0,85.0,1,<Na>,97.0,Yes,A,Male,Yes,<Na>,Medium,4.0,Pass,Low,1,25.0,1
No,23.0,55.0,85.0,1,1,63.0,No,C,Male,Yes,<Na>,Medium,12.0,Pass,Medium,<Na>,25.0,3
No,28.0,71.0,85.0,1,<Na>,97.0,No,A,Male,Yes,<Na>,Medium,4.0,Pass,Medium,1,25.0,1
Yes,23.0,55.0,85.0,1,1,63.0,Yes,C,Male,Yes,<Na>,Medium,12.0,Pass,Medium,<Na>,25.0,3
Yes,28.0,71.0,85.0,1,<Na>,97.0,Yes,A,Male,Yes,<Na>,Medium,4.0,Pass,Medium,1,25.0,1
Yes,23.0,69.0,82.0,1,1,59.0,Yes,C,Male,Yes,3,Medium,1.0,Pass,High,<Na>,16.0,3
Yes,26.0,85.0,82.0,<Na>,1,60.0,Yes,C,Male,Yes,3,Medium,1.0,Pass,High,1,16.0,0
Yes,19.0,50.0,82.0,1,1,81.0,Yes,B,Male,Yes,2,Medium,18.0,Pass,High,2,16.0,3
Yes,23.0,69.0,82.0,1,1,59.0,Yes,C,Male,Yes,3,Medium,1.0,Pass,Medium,<Na>,16.0,3
Yes,26.0,85.0,82.0,<Na>,1,60.0,Yes,C,Male,Yes,3,Medium,1.0,Pass,Medium,1,16.0,0
Yes,19.0,50.0,82.0,1,1,81.0,Yes,B,Male,Yes,2,Medium,18.0,Pass,Medium,2,16.0,3
Yes,23.0,69.0,82.0,1,1,59.0,Yes,C,Male,Yes,3,High,1.0,Pass,Medium,<Na>,16.0,3
Yes,26.0,85.0,82.0,<Na>,1,60.0,Yes,C,Male,Yes,3,High,1.0,Pass,Medium,1,16.0,0
Yes,19.0,50.0,82.0,1,1,81.0,Yes,B,Male,Yes,2,High,18.0,Pass,Medium,2,16.0,3
No,23.0,69.0,82.0,1,1,59.0,No,C,Male,Yes,3,Low,1.0,Pass,High,<Na>,16.0,3
No,26.0,85.0,82.0,<Na>,1,60.0,No,C,Male,Yes,3,Low,1.0,Pass,High,1,16.0,0
No,19.0,50.0,82.0,1,1,81.0,No,B,Male,Yes,2,Low,18.0,Pass,High,2,16.0,3
No,23.0,69.0,82.0,1,1,59.0,No,C,Male,Yes,3,Low,1.0,Pass,Low,<Na>,16.0,3
No,26.0,85.0,82.0,<Na>,1,60.0,No,C,Male,Yes,3,Low,1.0,Pass,Low,1,16.0,0
No,19.0,50.0,82.0,1,1,81.0,No,B,Male,Yes,2,Low,18.0,Pass,Low,2,16.0,3
No,23.0,69.0,82.0,1,1,59.0,No,C,Male,Yes,3,Medium,1.0,Pass,Medium,<Na>,16.0,3
No,26.0,85.0,82.0,<Na>,1,60.0,No,C,Male,Yes,3,Medium,1.0,Pass,Medium,1,16.0,0
No,19.0,50.0,82.0,1,1,81.0,No,B,Male,Yes,2,Medium,18.0,Pass,Medium,2,16.0,3
Yes,23.0,69.0,82.0,1,1,59.0,Yes,C,Male,Yes,3,Low,1.0,Pass,High,<Na>,16.0,3
Yes,26.0,85.0,82.0,<Na>,1,60.0,Yes,C,Male,Yes,3,Low,1.0,Pass,High,1,16.0,0
Yes,19.0,50.0,82.0,1,1,81.0,Yes,B,Male,Yes,2,Low,18.0,Pass,High,2,16.0,3
No,28.0,69.0,82.0,1,1,54.0,No,D,Female,Yes,1,Medium,8.0,Fail,Medium,1,23.0,0
No,23.0,61.0,82.0,1,1,70.0,No,B,Female,Yes,<Na>,Medium,17.0,Pass,Medium,2,23.0,3
No,28.0,69.0,82.0,1,1,54.0,No,D,Female,Yes,1,High,8.0,Fail,Low,1,23.0,0
No,23.0,61.0,82.0,1,1,70.0,No,B,Female,Yes,<Na>,High,17.0,Pass,Low,2,23.0,3
Yes,28.0,69.0,82.0,1,1,54.0,Yes,D,Female,Yes,1,Medium,8.0,Fail,Medium,1,23.0,0
Yes,23.0,61.0,82.0,1,1,70.0,Yes,B,Female,Yes,<Na>,Medium,17.0,Pass,Medium,2,23.0,3
Yes,29.0,74.0,71.0,1,1,59.0,Yes,C,Female,Yes,2,Medium,12.0,Pass,High,<Na>,25.0,0
Yes,29.0,74.0,71.0,1,1,59.0,Yes,C,Female,Yes,2,Low,12.0,Pass,Medium,<Na>,25.0,0
No,19.0,89.0,90.0,1,1,97.0,No,A,Male,Yes,2,High,0.0,Pass,Medium,1,30.0,2
No,23.0,78.0,99.0,1,1,59.0,No,C,Male,Yes,<Na>,Medium,17.0,Pass,Medium,2,20.0,3
No,25.0,78.0,99.0,<Na>,<Na>,71.0,No,B,Male,Yes,3,Medium,2.0,Pass,Medium,<Na>,20.0,0
Yes,23.0,78.0,99.0,1,1,59.0,Yes,C,Male,Yes,<Na>,High,17.0,Pass,Low,2,20.0,3
Yes,25.0,78.0,99.0,<Na>,<Na>,71.0,Yes,B,Male,Yes,3,High,2.0,Pass,Low,<Na>,20.0,0
Yes,23.0,78.0,99.0,1,1,59.0,Yes,C,Male,Yes,<Na>,Low,17.0,Pass,Low,2,20.0,3
Yes,25.0,78.0,99.0,<Na>,<Na>,71.0,Yes,B,Male,Yes,3,Low,2.0,Pass,Low,<Na>,20.0,0
No,23.0,78.0,99.0,1,1,59.0,No,C,Male,Yes,<Na>,Low,17.0,Pass,Low,2,20.0,3
No,25.0,78.0,99.0,<Na>,<Na>,71.0,No,B,Male,Yes,3,Low,2.0,Pass,Low,<Na>,20.0,0
Yes,23.0,78.0,99.0,1,1,59.0,Yes,C,Male,Yes,<Na>,Medium,17.0,Pass,Medium,2,20.0,3
Yes,25.0,78.0,99.0,<Na>,<Na>,71.0,Yes,B,Male,Yes,3,Medium,2.0,Pass,Medium,<Na>,20.0,0
No,23.0,78.0,99.0,1,1,59.0,No,C,Male,Yes,<Na>,High,17.0,Pass,Medium,2,20.0,3
No,25.0,78.0,99.0,<Na>,<Na>,71.0,No,B,Male,Yes,3,High,2.0,Pass,Medium,<Na>,20.0,0
No,27.0,76.0,62.0,1,1,88.0,No,A,Female,Yes,3,Low,18.0,Pass,High,2,24.0,1
No,29.0,50.0,62.0,<Na>,1,100.0,No,A,Female,Yes,1,Low,11.0,Pass,High,2,24.0,1
No,26.0,100.0,62.0,1,1,78.0,No,B,Female,Yes,3,Low,16.0,Pass,High,1,24.0,2
Yes,27.0,76.0,62.0,1,1,88.0,Yes,A,Female,Yes,3,Medium,18.0,Pass,Low,2,24.0,1
Yes,29.0,50.0,62.0,<Na>,1,100.0,Yes,A,Female,Yes,1,Medium,11.0,Pass,Low,2,24.0,1
Yes,26.0,100.0,62.0,1,1,78.0,Yes,B,Female,Yes,3,Medium,16.0,Pass,Low,1,24.0,2
Yes,27.0,76.0,62.0,1,1,88.0,Yes,A,Female,Yes,3,Medium,18.0,Pass,High,2,24.0,1
Yes,29.0,50.0,62.0,<Na>,1,100.0,Yes,A,Female,Yes,1,Medium,11.0,Pass,High,2,24.0,1
Yes,26.0,100.0,62.0,1,1,78.0,Yes,B,Female,Yes,3,Medium,16.0,Pass,High,1,24.0,2
No,27.0,76.0,62.0,1,1,88.0,No,A,Female,Yes,3,Medium,18.0,Pass,Medium,2,24.0,1
No,29.0,50.0,62.0,<Na>,1,100.0,No,A,Female,Yes,1,Medium,11.0,Pass,Medium,2,24.0,1
No,26.0,100.0,62.0,1,1,78.0,No,B,Female,Yes,3,Medium,16.0,Pass,Medium,1,24.0,2
Yes,26.0,98.0,80.0,1,1,42.0,Yes,D,Male,Yes,2,Low,12.0,Fail,Medium,1,11.0,0
Yes,29.0,79.0,80.0,1,<Na>,66.0,Yes,C,Male,Yes,2,Low,1.0,Pass,Medium,2,11.0,0
No,24.0,97.0,96.0,<Na>,1,42.0,No,D,Female,Yes,<Na>,Low,6.0,Fail,Medium,1,18.0,0
No,24.0,97.0,96.0,<Na>,1,42.0,No,D,Female,Yes,<Na>,Medium,6.0,Fail,High,1,18.0,0
Yes,24.0,97.0,96.0,<Na>,1,42.0,Yes,D,Female,Yes,<Na>,Medium,6.0,Fail,Low,1,18.0,0
Yes,24.0,97.0,96.0,<Na>,1,42.0,Yes,D,Female,Yes,<Na>,Medium,6.0,Fail,Medium,1,18.0,0
Yes,24.0,97.0,96.0,<Na>,1,42.0,Yes,D,Female,Yes,<Na>,Low,6.0,Fail,Medium,1,18.0,0
Yes,24.0,97.0,96.0,<Na>,1,42.0,Yes,D,Female,Yes,<Na>,Low,6.0,Fail,Low,1,18.0,0
No,24.0,97.0,96.0,<Na>,1,42.0,No,D,Female,Yes,<Na>,Low,6.0,Fail,Low,1,18.0,0
Yes,28.0,86.0,90.0,<Na>,<Na>,95.0,Yes,A,Male,Yes,3,Medium,10.0,Pass,Medium,2,23.0,2
Yes,18.0,70.0,90.0,<Na>,<Na>,41.0,Yes,D,Male,Yes,1,Medium,9.0,Fail,Medium,2,23.0,3
Yes,28.0,93.0,90.0,1,1,44.0,Yes,D,Male,Yes,<Na>,Medium,0.0,Fail,Medium,1,23.0,0
Yes,25.0,74.0,90.0,1,1,62.0,Yes,C,Male,Yes,3,Medium,20.0,Pass,Medium,1,23.0,0
No,28.0,86.0,90.0,<Na>,<Na>,95.0,No,A,Male,Yes,3,Low,10.0,Pass,Low,2,23.0,2
No,18.0,70.0,90.0,<Na>,<Na>,41.0,No,D,Male,Yes,1,Low,9.0,Fail,Low,2,23.0,3
No,28.0,93.0,90.0,1,1,44.0,No,D,Male,Yes,<Na>,Low,0.0,Fail,Low,1,23.0,0
No,25.0,74.0,90.0,1,1,62.0,No,C,Male,Yes,3,Low,20.0,Pass,Low,1,23.0,0
Yes,28.0,86.0,90.0,<Na>,<Na>,95.0,Yes,A,Male,Yes,3,Low,10.0,Pass,Medium,2,23.0,2
Yes,18.0,70.0,90.0,<Na>,<Na>,41.0,Yes,D,Male,Yes,1,Low,9.0,Fail,Medium,2,23.0,3
Yes,28.0,93.0,90.0,1,1,44.0,Yes,D,Male,Yes,<Na>,Low,0.0,Fail,Medium,1,23.0,0
Yes,25.0,74.0,90.0,1,1,62.0,Yes,C,Male,Yes,3,Low,20.0,Pass,Medium,1,23.0,0
Yes,28.0,86.0,90.0,<Na>,<Na>,95.0,Yes,A,Male,No,3,High,10.0,Pass,High,2,23.0,2
Yes,18.0,70.0,90.0,<Na>,<Na>,41.0,Yes,D,Male,No,1,High,9.0,Fail,High,2,23.0,3
Yes,28.0,93.0,90.0,1,1,44.0,Yes,D,Male,No,<Na>,High,0.0,Fail,High,1,23.0,0
Yes,25.0,74.0,90.0,1,1,62.0,Yes,C,Male,No,3,High,20.0,Pass,High,1,23.0,0
No,28.0,86.0,90.0,<Na>,<Na>,95.0,No,A,Male,Yes,3,Low,10.0,Pass,Medium,2,23.0,2
No,18.0,70.0,90.0,<Na>,<Na>,41.0,No,D,Male,Yes,1,Low,9.0,Fail,Medium,2,23.0,3
No,28.0,93.0,90.0,1,1,44.0,No,D,Male,Yes,<Na>,Low,0.0,Fail,Medium,1,23.0,0
No,25.0,74.0,90.0,1,1,62.0,No,C,Male,Yes,3,Low,20.0,Pass,Medium,1,23.0,0
Yes,27.0,62.0,75.0,<Na>,<Na>,47.0,Yes,D,Female,Yes,3,Medium,6.0,Fail,High,2,7.0,0
Yes,19.0,65.0,75.0,<Na>,1,40.0,Yes,D,Female,Yes,2,Medium,12.0,Fail,High,1,7.0,3
No,26.0,74.0,68.0,<Na>,<Na>,73.0,No,B,Female,Yes,3,Medium,0.0,Pass,Medium,2,27.0,0
No,23.0,50.0,68.0,1,1,52.0,No,D,Female,Yes,<Na>,Medium,18.0,Fail,Medium,1,27.0,3
No,26.0,74.0,68.0,<Na>,<Na>,73.0,No,B,Female,Yes,3,Medium,0.0,Pass,High,2,27.0,0
No,23.0,50.0,68.0,1,1,52.0,No,D,Female,Yes,<Na>,Medium,18.0,Fail,High,1,27.0,3
Yes,23.0,53.0,78.0,1,<Na>,83.0,Yes,B,Male,Yes,3,Low,3.0,Pass,Medium,1,9.0,1
Yes,25.0,64.0,78.0,1,<Na>,99.0,Yes,A,Male,Yes,1,Low,8.0,Pass,Medium,2,9.0,1
Yes,22.0,62.0,78.0,1,<Na>,57.0,Yes,C,Male,Yes,3,Low,11.0,Pass,Medium,2,9.0,3
No,23.0,53.0,78.0,1,<Na>,83.0,No,B,Male,Yes,3,Low,3.0,Pass,Medium,1,9.0,1
No,25.0,64.0,78.0,1,<Na>,99.0,No,A,Male,Yes,1,Low,8.0,Pass,Medium,2,9.0,1
No,22.0,62.0,78.0,1,<Na>,57.0,No,C,Male,Yes,3,Low,11.0,Pass,Medium,2,9.0,3
No,23.0,53.0,78.0,1,<Na>,83.0,No,B,Male,Yes,3,Medium,3.0,Pass,High,1,9.0,1
No,25.0,64.0,78.0,1,<Na>,99.0,No,A,Male,Yes,1,Medium,8.0,Pass,High,2,9.0,1
No,22.0,62.0,78.0,1,<Na>,57.0,No,C,Male,Yes,3,Medium,11.0,Pass,High,2,9.0,3
No,20.0,52.0,77.0,1,1,83.0,No,B,Male,Yes,1,Low,2.0,Pass,High,<Na>,14.0,1
No,21.0,97.0,77.0,<Na>,1,70.0,No,B,Male,Yes,3,Low,14.0,Pass,High,2,14.0,2
No,23.0,68.0,77.0,<Na>,<Na>,91.0,No,A,Male,Yes,<Na>,Low,12.0,Pass,High,<Na>,14.0,1
No,22.0,60.0,77.0,<Na>,1,59.0,No,C,Male,Yes,<Na>,Low,18.0,Pass,High,<Na>,14.0,3
Yes,20.0,52.0,77.0,1,1,83.0,Yes,B,Male,Yes,1,Medium,2.0,Pass,Medium,<Na>,14.0,1
Yes,21.0,97.0,77.0,<Na>,1,70.0,Yes,B,Male,Yes,3,Medium,14.0,Pass,Medium,2,14.0,2
Yes,23.0,68.0,77.0,<Na>,<Na>,91.0,Yes,A,Male,Yes,<Na>,Medium,12.0,Pass,Medium,<Na>,14.0,1
Yes,22.0,60.0,77.0,<Na>,1,59.0,Yes,C,Male,Yes,<Na>,Medium,18.0,Pass,Medium,<Na>,14.0,3
Yes,20.0,52.0,77.0,1,1,83.0,Yes,B,Male,Yes,1,Low,2.0,Pass,Medium,<Na>,14.0,1
Yes,21.0,97.0,77.0,<Na>,1,70.0,Yes,B,Male,Yes,3,Low,14.0,Pass,Medium,2,14.0,2
Yes,23.0,68.0,77.0,<Na>,<Na>,91.0,Yes,A,Male,Yes,<Na>,Low,12.0,Pass,Medium,<Na>,14.0,1
Yes,22.0,60.0,77.0,<Na>,1,59.0,Yes,C,Male,Yes,<Na>,Low,18.0,Pass,Medium,<Na>,14.0,3
Yes,20.0,52.0,77.0,1,1,83.0,Yes,B,Male,Yes,1,Low,2.0,Pass,High,<Na>,14.0,1
Yes,21.0,97.0,77.0,<Na>,1,70.0,Yes,B,Male,Yes,3,Low,14.0,Pass,High,2,14.0,2
Yes,23.0,68.0,77.0,<Na>,<Na>,91.0,Yes,A,Male,Yes,<Na>,Low,12.0,Pass,High,<Na>,14.0,1
Yes,22.0,60.0,77.0,<Na>,1,59.0,Yes,C,Male,Yes,<Na>,Low,18.0,Pass,High,<Na>,14.0,3
No,20.0,52.0,77.0,1,1,83.0,No,B,Male,Yes,1,Medium,2.0,Pass,Low,<Na>,14.0,1
No,21.0,97.0,77.0,<Na>,1,70.0,No,B,Male,Yes,3,Medium,14.0,Pass,Low,2,14.0,2
No,23.0,68.0,77.0,<Na>,<Na>,91.0,No,A,Male,Yes,<Na>,Medium,12.0,Pass,Low,<Na>,14.0,1
No,22.0,60.0,77.0,<Na>,1,59.0,No,C,Male,Yes,<Na>,Medium,18.0,Pass,Low,<Na>,14.0,3
No,20.0,52.0,77.0,1,1,83.0,No,B,Male,Yes,1,High,2.0,Pass,Medium,<Na>,14.0,1
No,21.0,97.0,77.0,<Na>,1,70.0,No,B,Male,Yes,3,High,14.0,Pass,Medium,2,14.0,2
No,23.0,68.0,77.0,<Na>,<Na>,91.0,No,A,Male,Yes,<Na>,High,12.0,Pass,Medium,<Na>,14.0,1
No,22.0,60.0,77.0,<Na>,1,59.0,No,C,Male,Yes,<Na>,High,18.0,Pass,Medium,<Na>,14.0,3
No,29.0,92.0,82.0,1,<Na>,49.0,No,D,Female,Yes,2,Low,9.0,Fail,Low,2,11.0,0
No,23.0,87.0,82.0,<Na>,1,59.0,No,C,Female,Yes,3,Low,14.0,Pass,Low,2,11.0,0
Yes,29.0,92.0,82.0,1,<Na>,49.0,Yes,D,Female,No,2,Medium,9.0,Fail,Medium,2,11.0,0
Yes,23.0,87.0,82.0,<Na>,1,59.0,Yes,C,Female,No,3,Medium,14.0,Pass,Medium,2,11.0,0
